Area,Length,Structural Usage,Unconnected Height,Volume,Assembly Code,Width
1.9295130880000002,359.8195288,0,4700.0,0.347382494,11,200
18.734897,11800.0,0,4000.0,3.7469794000000003,11,200
45.8715,29800.0,0,4000.0,9.1743,11,200
23.3874,11800.0,0,4000.0,4.67748,11,200
44.977740000000004,29800.0,0,4000.0,8.995548,11,200
17.0452,11800.0,0,4300.0,3.40904,11,200
42.0626,29800.0,0,4300.0,8.412519999999999,11,200
28.5692,11800.0,0,4300.0,5.71384,11,200
41.2026,29800.0,0,4300.0,8.24052,11,200
10.61552,3900.0,0,4180.0,2.123104,11,200
2.644880334,760.0230843999999,0,3480.0,0.528976067,11,200
2.6296,760.0,0,3460.0,0.5259199999999999,11,200
1.68,560.0,0,3000.0,0.336,11,200
20.526,6270.0,0,3300.0,4.1052,11,200
8.117560000000001,2042.0,0,4180.0,1.623512,11,200
6.92,2000.0,0,3460.0,1.3840000000000001,11,200
2.8006,670.0,0,4180.0,0.56012,11,200
9.744,3000.0,0,3480.0,1.9488,11,200
20.0596,5070.0,0,3880.0,4.01192,11,200
10.864,3000.0,0,3880.0,2.1728,11,200
24.4679,8170.0,0,3070.0,4.89358,11,200
9.824,3000.0,0,3070.0,1.9648,11,200
22.9609,8170.0,0,3070.0,4.59218,11,200
9.21,3000.0,0,3070.0,1.8419999999999999,11,200
2.6166,500.0,0,3738.0,0.52332,11,200
3.711661185,867.3508396999999,0,5480.0,0.730812813,11,200
1.82742,1140.0,0,1603.0,0.36548400000000003,11,200
17.01,3942.0,0,4500.0,3.4019999999999997,11,200
14.33141954,4620.0,0,3170.668039,2.8662839069999997,11,200
17.8265,5925.0,0,3700.0,3.5653,11,200
14.04,3947.5,1,3900.0,2.8080000000000003,11,200
25.83670564,13433.185169999999,0,2680.0,5.140030564,11,200
22.168000000000003,7100.122051,1,3400.0,4.4336,11,200
0.0,1770.0,0,2285.0,0.0,11,200
6.8575448770000005,1471.508975,0,5000.0,1.371508975,11,200
42.1773766,12306.22825,1,3300.0,12.36176532,11,300
76.7442306,14330.04351,1,5300.0,23.02326918,11,300
164.7990408,34732.81147,1,4720.0,48.94132104,11,300
128.9974842,37146.8101,1,3499.494354,38.68269374,11,300
333.6224727,71921.8101,1,4700.0,100.0645123,11,300
202.54538280000003,46036.99609,1,4760.0,60.68139116,11,300
14.43888382,6723.868645999999,1,3300.0,7.104754767,11,495
34.92602115,10878.28442,1,3360.0,17.13036591,11,495
45.04493761,12664.18522,1,3760.0,22.06253275,11,495
37.8673,8452.5,1,5060.0,18.7443135,11,495
185.5352263,36972.26623,1,5460.0,91.57503072,11,495
12.84262884,1965.448202,1,5000.0,6.158923327999999,11,495
23.1495,6917.5,1,3300.0,11.459002499999999,11,495
9.9,3147.5,1,3300.0,4.9005,11,495
6.047023667,1682.7045679999999,1,3400.0,2.781037711,11,495
1.37354736,1552.5,1,2900.0,0.679905943,11,495
39.44615296,11850.0,1,3700.0,19.129532,11,495
0.9769925159999999,2233.2640690000003,1,2880.0,0.446526738,11,495
21.13907658,8453.264068999999,1,2600.0,10.43036379,11,495
59.6784,19237.5,1,3360.0,29.540808000000002,11,495
11.0066,6120.0,0,2580.0,5.4482669999999995,11,495
20.3445,5917.5,1,3300.0,10.070527499999999,11,495
30.07868476,9818.341548999999,1,3360.0,14.7309344,11,495
20.5632,6270.0,1,3360.0,10.178784,11,495
17.0562,6417.5,1,3360.0,8.442819,11,495
130.3445351,30050.999989999997,0,4383.0,26.06890703,11,200
131.713533,30050.999989999997,0,4383.0,26.34270659,11,200
160.9300753,37039.99962,0,4383.0,32.10360556,11,200
118.15759879999999,37039.99962,0,3190.0,23.62673475,11,200
94.31392179,30050.999989999997,0,3190.0,18.86278436,11,200
118.15759879999999,37039.99962,0,3190.0,23.62673475,11,200
160.7925753,37039.99962,0,4383.0,32.15851506,11,200
2.469236606,2304.092637,0,810.0,0.588118065,124,260
11.9839536,28402.0,0,410.0,3.345483138,124,260
1.31561,2421.0,0,410.0,0.295633811,124,260
7.70506279,9397.787479999999,0,605.0,1.95899242,124,290
2.6887564360000002,3439.7258460000003,0,605.0,0.675588112,124,290
4.904708785,4877.7915490000005,0,825.0,1.3200948129999999,124,320
5.431261,6193.0,0,677.0,1.52744152,124,320
9.379881277,9170.04027,0,825.0,2.692886239,124,320
44.764226,43718.0,0,825.0,12.84523216,124,320
4.747687925,11999.52649,0,205.0,1.120688804,124,320
6.884230407,7718.0,0,692.0,1.94054173,124,320
12.60265783,15260.767319999999,0,625.0,3.513433511,124,320
0.816329382,1306.127011,0,425.0,0.216817084,124,320
9.35559,15000.0,0,425.0,2.4868944,124,320
0.783347048,1282.0,0,525.0,0.230459528,124,320
1.075,1720.0,0,425.0,0.28552,124,320
0.7810003000000001,1280.0,0,425.0,0.209440218,124,320
5.2505588560000005,6364.313765,0,625.0,1.463792166,124,320
8.591445206,10413.87298,0,625.0,2.395190785,124,320
7.133979049,7667.730337999999,0,810.0,2.0214476759999997,124,320
10.673635899999999,9951.125678,0,810.0,3.232685937,124,345
10.56465,2550.0,1,4143.0,3.169395,202,300
7.5756,1620.0,1,6313.0,2.27268,202,300
51.35739484,10975.00001,1,6313.0,15.40721845,202,300
34.76046004,9290.000009000001,1,4383.0,18.23330806,211,540
11.12541001,8765.000009000001,1,4383.0,6.007721404,211,540
32.03835,7050.0,1,4533.0,16.44668889,211,540
82.63659,17690.0,1,4533.0,43.44162481,211,540
42.49305,10320.0,1,4533.0,22.90051603,211,540
143.15636999999998,38520.0,1,4533.0,77.04403127,211,540
69.79220001,24620.00001,1,4533.0,37.55699669,211,540
92.86984499,38189.99999,1,4133.0,49.5478458,211,540
87.3732,28800.0,1,4133.0,46.84713103,211,540
25.48890004,7200.000009,1,4533.0,13.68950651,211,540
132.54435,37620.0,1,4533.0,71.17440633,211,540
53.70075,14180.0,1,4533.0,28.86513103,211,540
50.63714869,14279.99971,1,4533.0,27.18256949,211,540
43.75248,15810.0,1,3983.0,24.87748285,211,540
34.98588,10680.0,1,4383.0,18.21664725,211,540
64.13047537,15905.000080000002,1,4383.0,33.68864255,211,540
51.47467537,15805.000080000002,1,4383.0,26.14756277,211,540
136.20333,40950.00001,1,4533.0,73.05455339,211,540
41.15895,9610.0,1,3873.0,20.556021899999998,211,540
35.415240000000004,8600.0,1,3873.0,17.74957007,211,540
78.50244907,21309.99979,1,4533.0,42.27578159,211,540
38.40825,10320.0,1,4533.0,20.65657137,211,540
142.13517,38520.0,1,4533.0,76.55129755,211,540
99.61227533,31900.000010000003,1,4533.0,53.50073304,211,540
46.3878,12870.0,1,4383.0,24.3127486,211,540
12.6819,13860.0,1,915.0,5.319828,211,540
116.25048000000001,37630.0,1,4533.0,62.23534238,211,540
47.21478,14910.0,1,4383.0,23.8675108,211,540
46.45293,14010.0,1,4533.0,26.4795976,211,540
53.16435,14280.0,1,4533.0,29.33665833,211,540
38.50053,14280.0,1,4533.0,22.46965513,211,540
53.918475,15905.0,1,4533.0,28.92360357,211,540
48.18423,14910.0,1,4533.0,25.82770693,211,540
47.38585537,15905.000080000002,1,4533.0,25.35715847,211,540
93.95277,26490.0,1,4533.0,50.38900623,211,540
39.42915,10050.0,1,4533.0,21.22567724,211,540
18.83880115,4170.000204999999,1,5616.0,10.14094359,211,540
89.36364526,34290.0,1,4533.0,52.38229961,211,540
45.79449,12400.0,1,4533.0,24.63080653,211,540
61.05034801,16519.79932,1,3863.0,30.07057131,211,540
10.19925,2250.0,1,3863.0,5.1370986,211,540
50.58207537,15905.000080000002,1,4533.0,29.24713149,211,540
45.28383,14910.0,1,4533.0,26.281320500000003,211,540
58.08265537,15905.000080000002,1,4533.0,31.91139356,211,540
97.29349,26490.0,1,4533.0,52.19225851,211,540
101.02984920000002,29799.999819999997,1,4533.0,54.14127320000001,211,540
76.26876907,21109.99979,1,4533.0,40.98969586,211,540
82.87826,24440.0,1,3863.0,39.64484438,211,540
107.6084192,29799.999819999997,1,4533.0,57.73842541,211,540
117.7773492,29799.999819999997,1,4533.0,63.44142288,211,540
5.843633997,11152.0,1,544.0,3.1544346589999996,211,540
84.48570916,22899.999819999997,1,4533.0,45.36795508,211,540
117.6219992,29799.999819999997,1,4533.0,63.43090995,211,540
94.98775,26490.0,1,4533.0,51.07439159,211,540
117.83708999999999,26490.0,1,4533.0,63.5723755,211,540
122.4666492,29799.999819999997,1,4533.0,66.04508391,211,540
119.22879920000001,29799.999819999997,1,4533.0,64.27923385,211,540
105.22063999999999,26490.0,1,4533.0,56.59293182,211,540
107.40267920000001,29799.999819999997,1,4533.0,57.66375816,211,540
116.32589920000001,29799.999819999997,1,4533.0,62.68907511,211,540
101.32167,26490.0,1,4533.0,54.47537965,211,540
95.40139,26490.0,1,4463.0,51.18566523,211,540
111.89524920000001,29799.999819999997,1,4463.0,60.28886354,211,540
92.09846999999999,26490.0,1,4463.0,49.39115809,211,540
88.7508,26490.0,1,4250.0,47.58308946,211,540
91.70324921,29799.999819999997,1,4250.0,49.07815484,211,540
92.59644921,29799.999819999997,1,4250.0,49.77826139,211,540
80.92355,26490.0,1,4250.0,43.31570525,211,540
92.34125,26490.0,1,4230.0,49.56624674,211,540
94.34509922,29799.999819999997,1,4230.0,50.56183152,211,540
95.23829922,29799.999819999997,1,4230.0,51.24764718,211,540
53.5092,26490.0,1,4230.0,28.72282406,211,540
76.3703,26490.0,1,4080.0,40.86554217,211,540
78.48999930000001,29799.999819999997,1,4080.0,44.72082244,211,540
78.6843993,29799.999819999997,1,4080.0,44.98722949,211,540
65.17385,26490.0,1,4080.0,37.31109767,211,540
120.40672009999999,21940.00001,1,5488.0,65.01962883,211,540
37.51383857,7009.999723000001,1,5153.0,20.25515398,211,540
37.4939,10050.0,1,4918.0,20.159457699999997,211,540
17.62020093,4170.000204999999,1,4518.0,9.51264476,211,540
132.4171504,27195.00007,1,4918.0,71.49281299,211,540
100.7316,16200.0,1,6218.0,54.3873924,211,540
44.99805005,9120.000006,1,6218.0,24.29503353,211,540
135.3344,28800.0,1,5468.0,72.911047,211,540
36.27000005,7200.000009,1,5468.0,19.56174263,211,540
160.7478,37620.0,1,5508.0,86.44834033,211,540
51.94980005,10850.00001,1,4788.0,28.05289202,211,540
26.83632,4350.0,1,5488.0,14.4916128,211,540
61.683,14010.0,1,5468.0,33.157988,211,540
66.39468000000001,14010.0,1,5468.0,35.80626229999999,211,540
67.41588,14010.0,1,5468.0,36.302673399999996,211,540
62.39886,14010.0,1,5618.0,33.5832403,211,540
86.75875,26490.0,1,4230.0,46.49912802,211,540
89.65579922,29799.999819999997,1,4230.0,47.98041484,211,540
86.41794922,29799.999819999997,1,4230.0,46.42412132,211,540
82.19095,26490.0,1,4230.0,44.02778921,211,540
91.60812,26490.0,1,4533.0,49.09834668,211,540
61.37216402,21245.00001,1,4533.0,33.0090263,211,540
0.27575,5244.999991,1,50.0,0.14889000000000002,211,540
3.85029,6900.0,1,537.0,2.07875385,211,540
107.14087920000001,29799.999819999997,1,4463.0,57.53867371,211,540
18.921,26960.0,1,700.0,1.320830008,211,70
21.18899987,30269.999819999997,1,700.0,1.479169991,211,70
18.872,26960.0,1,700.0,1.31544,211,70
21.13999987,30269.999819999997,1,700.0,1.473499994,211,70
8.748,16165.0,1,540.0,0.6102,211,70
20.87639999,38659.99999,1,540.0,1.455894,211,70
15.5142,28765.0,1,540.0,1.080378,211,70
8.2836,15305.0,1,540.0,0.57753,211,70
8.32140001,15445.00002,1,540.0,0.580500001,211,70
4.5825,7015.0,1,650.0,0.320775,211,70
11.804,18160.0,1,650.0,0.8255,211,70
30.55242,7010.0,1,4533.0,16.29645883,211,540
22.594,34760.0,1,650.0,1.5754700000000001,211,70
22.18450012,34165.00018,1,650.0,1.546610008,211,70
28.05400013,43160.000210000006,1,650.0,1.95689001,211,70
6.5325,10015.0,1,650.0,0.4563,211,70
9.997000297,15345.00046,1,650.0,0.696605021,211,70
9.386000000000001,14440.0,1,650.0,0.654225,211,70
9.951500297,15345.00046,1,650.0,0.695045021,211,70
28.08000001,43165.00001,1,650.0,1.9582549999999999,211,70
26.61750001,40915.00001,1,650.0,1.8552950000000001,211,70
8.892000000000001,13645.0,1,650.0,0.62088,211,70
8.801,13540.0,1,650.0,0.61451,211,70
8.8465,13645.0,1,650.0,0.6166550000000001,211,70
27.4235,42260.0,1,650.0,1.91178,211,70
32.17814961,4904.999937,1,6218.0,17.37433539,211,540
160.4311199,29069.99998,1,5468.0,86.59391787,211,540
155.28585,31575.0,1,4918.0,83.83707518,211,540
16.8216,4170.0,1,5108.0,9.0713967,211,540
67.08779988,10304.99998,1,6358.0,36.22741194,211,540
91.50525,26490.0,1,4533.0,49.07395661,211,540
43.14798,11660.0,1,4383.0,22.6048824,211,540
37.99773,10410.0,1,4533.0,20.42504317,211,540
2.44782,270.0,1,4533.0,1.321276483,211,540
2.44782,270.0,1,4533.0,1.3216608,211,540
71.02011708,23230.00002,1,4383.0,36.97846584,211,540
20.05061004,7000.000009,1,4533.0,11.64038799,211,540
4.218619994,2389.999991,1,4383.0,2.1582535480000002,211,540
136.00797,38520.0,1,4533.0,73.20994997,211,540
33.50447,9410.0,1,4533.0,17.99165486,211,540
73.79909076,21800.000180000003,1,3863.0,37.66179402,211,540
32.49088009,8690.00002,1,3863.0,15.7940025,211,540
8.06874,2050.0,1,4533.0,4.3565452669999996,211,540
60.221059999999994,17890.0,1,3873.0,29.438560600000002,211,540
11.89368115,3870.2005,1,3863.0,5.718400687999999,211,540
91.15657,17690.0,1,5153.0,49.2183642,211,540
33.54603,7050.0,1,5153.0,18.114856200000002,211,540
83.93555907,21349.9998,1,4533.0,45.244085999999996,211,540
69.18642,16470.0,1,4133.0,37.34001763,211,540
4.21287,3890.0,1,1083.0,2.2743599999999997,211,540
49.880825,16055.0,1,3983.0,25.91641808,211,540
40.63551,14010.0,1,4533.0,21.8694432,211,540
0.3315,6900.0,1,50.0,0.17901,211,540
77.05069907,21309.99979,1,4533.0,41.48562158,211,540
107.35955,26490.0,1,4533.0,57.89464677,211,540
30.009759999999996,5260.0,1,6358.0,16.2052704,211,540
6.96695,5050.0,1,3983.0,2.75194525,211,395
7.1964494729999995,8149.999403,1,883.0,3.8855529160000004,211,540
22.36402143,4340.000277,1,5153.0,12.07425272,211,540
45.22534857,10599.99972,1,5153.0,24.38443198,211,540
36.62632505,6655.000009,1,5303.0,19.77821553,211,540
35.48337,6945.0,1,4918.0,19.15242925,211,540
17.19149035,6410.000072,1,4918.0,9.240386591,211,540
6.563700345,4170.000204999999,1,1683.0,3.4683481819999997,211,540
5.8812,4170.0,1,1508.0,3.099798,211,540
4.537,7015.0,1,650.0,0.3172975,211,70
8.0752,7480.0,1,4533.0,3.3462485,211,540
2.61385,4225.0,0,610.0,0.313662,211,120
6.6886500060000005,11025.00001,0,610.0,0.8026380009999999,211,120
0.053525,11732.5,0,4282.0,0.01980425,213,370
163.82679950000002,54480.0,0,5400.0,54.14432589,213,370
35.29957153,10387.99654,0,5200.0,11.95589127,213,370
66.60084413,24275.0,0,4992.0,21.95394747,213,370
27.094079999999998,9287.5,0,4992.0,8.761325943,213,370
62.25111189,19268.0,0,5392.0,20.98423101,213,370
19.639047,12210.0,0,3800.0,6.854151842,213,420
22.930342,12416.0,0,4934.0,6.508680159,213,420
53.050543999999995,30386.0,0,4934.0,15.65678287,213,420
34.942782,12206.0,0,4934.0,11.51128348,213,420
47.43614881,30200.677839999997,0,3800.0,16.77080445,213,420
23.9337231,12420.0,0,3800.0,8.861263134,213,420
