Area,Base Constraint,Length,Structural Usage,Unconnected Height,Volume,Assembly Code,Width
3.4656,PLAN 14,960,1,3610,0.8664,221,250
1.025000258,PLAN 14,375.0000629,1,4100,0.35875009,221,350
19.29560003,PLAN 14,7160.000009,1,3610,4.823900008,221,250
11.675725,PLAN 03,2825,1,4133,4.6694425,221,400
0.572,PLAN 06,222.5,0,2860,0.0572,221,100
0.286,PLAN 06,222.5,0,2860,0.0286,221,100
0.54,PLAN 04,150,0,2700,0.054,221,100
0.54,PLAN 04,222.5,0,2700,0.054,221,100
0.3983,PLAN 06,222.5,0,3983,0.03983,221,100
17.28,PLAN 14,3450,1,4800,4.32,221,250
25.543,PLAN 14,6355,1,4100,7.6629,221,300
1.5039,PLAN 04,657,0,2700,0.15039,221,100
11.91912754,PLAN 01,2992.500009,1,4533,3.575738261,221,300
50.16350907,PLAN 01,12644.99979,1,4533,12.54087727,221,250
3.0708,PLAN 14,1380,1,3610,0.7677,221,250
8.384099967,PLAN 14,2909.999991,1,3610,2.096024992,221,250
16.17098,PLAN 04,4132.5,1,4533,3.234196,221,200
65.55006471,PLAN 03,18054.99993,1,4533,19.65904491,221,300
15.68301,PLAN 02,4470,1,4533,5.6446008,221,370
2.266500043,PLAN 01,375.0000094,1,4533,0.793275015,221,350
16.56,PLAN 14,3525,1,4800,4.968,221,300
3.44755,PLAN 14,955,1,3610,0.8618875,221,250
42.80353,PLAN 02,13810,1,4533,8.560706,221,200
2.3094,PLAN 02,1860,1,1283,0.46188,221,200
10.78307508,PLAN 02,12203.13502,0,1400,2.156615016,221,200
7.995000017,PLAN 14,1950.000009,1,4100,1.998750004,221,250
16.337875,PLAN 03,5190,1,4133,7.675986683,221,470
9.8343,PLAN 03,2200,1,4683,1.96686,221,200
24.2319,PLAN 13,6555,1,4230,7.26957,221,300
26.3529,PLAN 13,6755,1,4230,7.90587,221,300
32.57100031,PLAN 11,7700.000072,1,4230,13.02840012,221,400
26.3529,PLAN 11,6555,1,4230,7.90587,221,300
24.23189913,PLAN 11,6554.999795,1,4230,7.26956974,221,300
24.2319,PLAN 12,6555,1,4230,7.26957,221,300
26.3529,PLAN 12,6555,1,4230,7.90587,221,300
1.057500266,PLAN 12,375.0000629,1,4230,0.370125093,221,350
2.266500043,PLAN 05,375.0000094,1,4533,0.793275015,221,350
26.04027037,PLAN 08,7190.000082,1,4533,6.510067593,221,250
4.9863,PLAN 08,1100,1,4533,1.49589,221,300
24.89567907,PLAN 08,6084.999795,1,4533,7.468703721,221,300
28.24059,PLAN 08,6555,1,4533,8.472177,221,300
26.11958907,PLAN 09,6554.999795,1,4533,7.835876721,221,300
28.24059,PLAN 09,6555,1,4533,8.472177,221,300
28.24059,PLAN 07,6555,1,4533,8.472177,221,300
35.13075037,PLAN 08,7950.000082,1,4533,14.00697015,221,400
20.60619,PLAN 06,6505,1,4533,5.0569845,221,250
32.78250031,PLAN 12,7750.000072,1,4230,13.11300012,221,400
32.57100031,PLAN 13,7700.000072,1,4230,13.02840012,221,400
1.986250019,PLAN 01,500,1,4533,0.794500008,221,400
33.94674531,PLAN 01,9265.000082,1,4533,10.18402359,221,300
4.533,PLAN 08,1000,0,4533,1.13325,221,250
0.67995,PLAN 08,325,1,4533,0.13599,221,200
2.8245,PLAN 02,1500,1,1883,0.5649,221,200
33.75592496,PLAN 01,8474.999991,1,4533,10.12677749,221,300
1.90183,PLAN 01,1010,1,4533,0.570549,221,300
4.58045,PLAN 02,1150,0,4533,0.6870675,222,150
14.135175,PLAN 01,3225,0,4933,2.12027625,222,150
20.54217548,PLAN 01,4626.784275,0,4933,3.081326321,222,150
4.58045,PLAN 02,1150,0,4533,0.6870675,222,150
4.58045,PLAN 02,1150,0,4533,0.6870675,222,150
6.114285,PLAN 01,1470,0,4383,0.91714275,222,150
6.114285,PLAN 01,1470,0,4383,0.91714275,222,150
20.02591503,PLAN 01,5005.000006,0,4933,3.003887254,222,150
14.13965,PLAN 01,3475,0,3983,2.1209475,222,150
4.58045,PLAN 02,1150,0,3983,0.6870675,222,150
2.768185,PLAN 02,695,0,3983,0.41522775,222,150
4.58045,PLAN 02,1150,0,3983,0.6870675,222,150
2.768185,PLAN 02,695,0,3983,0.41522775,222,150
4.958835,PLAN 04,1172.5,0,3983,0.74382525,222,150
4.97875,PLAN 04,1177.5,0,3983,0.7468125,222,150
9.17159788,PLAN 08,2302.685885,1,3983,1.375739682,222,150
2.768185,PLAN 02,700,0,3983,0.41522775,222,150
2.7881,PLAN 02,700,0,3983,0.418215,222,150
5.967,PLAN 01,1500,0,3978,0.89505,222,150
5.9745,PLAN 01,1575,0,3983,0.896175,222,150
6.50677985,PLAN 01,1412.049361,0,4383,0.976016977,222,150
4.85926,PLAN 04,1505,0,3983,0.5831112,222,120
4.839345,PLAN 04,1290,0,3983,0.5807214,222,120
14.28858,PLAN 01,3260,0,4383,2.143287,222,150
12.535211,PLAN 01,2784.961443,0,4383,1.880281651,222,150
6.620305108,PLAN 01,1435.450629,0,4383,0.993045766,222,150
6.1362,PLAN 01,1470,0,4383,0.91725317,222,150
3.79605,PLAN 01,1497.5,0,4933,0.5694075,222,150
11.3216775,PLAN 04,2842.5,0,3983,1.698251625,222,150
29.10312,PLAN 01,6640,0,4933,4.365468,222,150
4.274055825,PLAN 01,975.1439254,0,4933,0.641108374,222,150
6.5745,PLAN 01,1575,0,4933,0.986175,222,150
1.40256,PLAN 01,420,0,4383,0.210384,222,150
12.71070004,PLAN 01,2972.500009,0,4383,1.906605006,222,150
1.97455,PLAN 02,1010,0,1955,0.2961825,222,150
2.121,PLAN 02,1160,0,2100,0.31815,222,150
2.121,PLAN 03,1010,0,2100,0.31815,222,150
1.97455,PLAN 03,1010,0,1955,0.2961825,222,150
1.97455,PLAN 04,1010,0,1955,0.2961825,222,150
2.121,PLAN 04,1010,0,2100,0.31815,222,150
2.121,PLAN 05,1010,0,2100,0.31815,222,150
1.97455,PLAN 05,1010,0,1955,0.2961825,222,150
1.97455,PLAN 06,1010,0,1955,0.2961825,222,150
2.121,PLAN 06,1010,0,2100,0.31815,222,150
1.97455,PLAN 07,1010,0,1955,0.2961825,222,150
2.121,PLAN 08,1010,0,2100,0.31815,222,150
1.97455,PLAN 09,1010,0,1955,0.2961825,222,150
2.121,PLAN 09,1010,0,2100,0.31815,222,150
2.121,PLAN 10,1010,0,2100,0.31815,222,150
1.97455,PLAN 10,1010,0,1955,0.2961825,222,150
1.90385,PLAN 11,1010,0,1885,0.2855775,222,150
2.121,PLAN 11,1010,0,2100,0.31815,222,150
2.121,PLAN 12,1010,0,2100,0.31815,222,150
1.90385,PLAN 12,1010,0,1885,0.2855775,222,150
1.90385,PLAN 13,1010,0,1885,0.2855775,222,150
1.90385,PLAN 14,1010,0,1885,0.2855775,222,150
2.121,PLAN 14,1010,0,2100,0.31815,222,150
2.121,PLAN 13,1160,0,2100,0.31815,222,150
1.00809,PLAN 01,255,0,4383,0.1512135,222,150
4.537650016,PLAN 01,994.8560747,0,4933,0.680647502,222,150
1.911,PLAN 07,1060,0,2100,0.28665,222,150
12.81621395,PLAN 08,3002.31391,1,4533,1.922432093,222,150
8.561724467,PLAN 08,2149.566776,1,3983,1.28425867,222,150
0.35064,PLAN 01,255,0,4383,0.052596,222,150
8.658,Kælder,3550,0,3525,0.8658,223,100
8.944,Kælder,2750,0,3440,0.8944,223,100
7.8775,Kælder,2400,0,3425,0.78775,223,100
10.3816,Kælder,5365,0,3440,1.03816,223,100
1.37,Kælder,400,0,3425,0.137,223,100
6.88425,Kælder,2060,0,3425,0.688425,223,100
7.22675,Kælder,2060,0,3425,0.722675,223,100
9.093375,Kælder,2705,0,3425,0.9093375,223,100
8.233837927,Kælder,2479.040271,0,3425,0.823383793,223,100
6.88425,Kælder,2160,0,3425,0.688425,223,100
13.91354402,Kælder,6833.297682,0,3440,1.391354402,223,100
8.0424,Kælder,3560,0,3440,0.80424,223,100
1.37,Kælder,450,0,3425,0.137,223,100
10.88,Kælder,3250,0,3400,1.088,223,100
6.120000001,Kælder,1850,0,3400,0.612,223,100
14.58755145,Kælder,4536.027338,0,3400,1.456968373,223,100
11.9875,Kælder,3550,0,3425,1.19875,223,100
11.9875,Kælder,3650,0,3425,1.19875,223,100
13.431,1. sal,4525,0,3700,2.01465,223,150
25.0592,1. sal,8150,0,3680,3.75888,223,150
25.904,1. sal,8500,0,3680,3.8856,223,150
22.86600009,1. sal,6180.000023,0,3700,3.429900013,223,150
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.504,PLAN 01 Dyrestald,3322.5,0,150,0.0378,223,75
0.57975,PLAN 01 Dyrestald,3902.5,0,150,0.04348125,223,75
0.591,PLAN 01 Dyrestald,3902.5,0,150,0.044325,223,75
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.57975,PLAN 01 Dyrestald,3902.5,0,150,0.04348125,223,75
0.591,PLAN 01 Dyrestald,3902.5,0,150,0.044325,223,75
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.57975,PLAN 01 Dyrestald,3902.5,0,150,0.04348125,223,75
0.591,PLAN 01 Dyrestald,3902.5,0,150,0.044325,223,75
2.072250002,PLAN 01 Dyrestald,13852.50002,0,150,0.15541875,223,75
0.57975,PLAN 01 Dyrestald,3902.5,0,150,0.04348125,223,75
0.57975,PLAN 01 Dyrestald,3902.5,0,150,0.04348125,223,75
1.233265235,PLAN 01 Dyrestald,8259.268235,0,150,0.092494893,223,75
0.493499998,PLAN 01 Dyrestald,3327.499987,0,150,0.0370125,223,75
0.493499998,PLAN 01 Dyrestald,3327.499987,0,150,0.0370125,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.479999998,PLAN 01 Dyrestald,3199.999987,0,150,0.036,223,75
0.509250001,PLAN 01 Dyrestald,3395.000006,0,150,0.03819375,223,75
1.06575,PLAN 01 Dyrestald,7067.5,0,150,0.07993125,223,75
1.673250003,PLAN 01 Dyrestald,11155.00002,0,150,0.12549375,223,75
0.6345,PLAN 01 Dyrestald,4305,0,150,0.0475875,223,75
2.083500003,PLAN 01 Dyrestald,13927.50002,0,150,0.1562625,223,75
0.40875,PLAN 01 Dyrestald,2762.5,0,150,0.03065625,223,75
0.6345,PLAN 01 Dyrestald,4305,0,150,0.0475875,223,75
0.6345,PLAN 01 Dyrestald,4305,0,150,0.0475875,223,75
0.2295,PLAN 01 Dyrestald,1605,0,150,0.0172125,223,75
0.39375,PLAN 01 Dyrestald,2662.5,0,150,0.02953125,223,75
1.05,PLAN 01 Dyrestald,7000,0,150,0.07875,223,75
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.51,PLAN 01 Dyrestald,3400,0,150,0.03825,223,75
0.35325,PLAN 01 Dyrestald,2355,0,150,0.02649375,223,75
0.3525,PLAN 01 Dyrestald,2350,0,150,0.0264375,223,75
0.93375,PLAN 01 Dyrestald,6225,0,150,0.07003125,223,75
1.031250001,PLAN 01 Dyrestald,6950.000009,0,150,0.07734375,223,75
0.93375,PLAN 01 Dyrestald,6225,0,150,0.07003125,223,75
0.9225,PLAN 01 Dyrestald,6225,0,150,0.0691875,223,75
1.026000001,PLAN 01 Dyrestald,6877.500009,0,150,0.07695,223,75
0.9225,PLAN 01 Dyrestald,6225,0,150,0.0691875,223,75
1.2075,PLAN 01 Dyrestald,8320,0,150,0.0905625,223,75
0.54,PLAN 01 Dyrestald,3675,0,150,0.0405,223,75
0.8115,PLAN 01 Dyrestald,5372.5,0,150,0.0608625,223,75
0.54525,PLAN 01 Dyrestald,3672.5,0,150,0.04089375,223,75
0.54525,PLAN 01 Dyrestald,3672.5,0,150,0.04089375,223,75
2.707875,PLAN 01 Dyrestald,18015,0,150,0.203090625,223,75
0.504375,PLAN 01 Dyrestald,3400,0,150,0.037828125,223,75
0.5085,PLAN 01 Dyrestald,3427.5,0,150,0.0381375,223,75
0.5085,PLAN 01 Dyrestald,3427.5,0,150,0.0381375,223,75
0.5085,PLAN 01 Dyrestald,3427.5,0,150,0.0381375,223,75
1.337250001,PLAN 01 Dyrestald,8877.50001,0,150,0.10029375,223,75
1.9125,PLAN 01 Dyrestald,12750,0,150,0.1434375,223,75
1.326000001,PLAN 01 Dyrestald,8877.50001,0,150,0.09945,223,75
1.326000001,PLAN 01 Dyrestald,8877.50001,0,150,0.09945,223,75
0.396,PLAN 01 Dyrestald,2677.5,0,150,0.0297,223,75
0.525,PLAN 01 Dyrestald,3537.5,0,150,0.039375,223,75
0.60525,PLAN 01 Dyrestald,4072.5,0,150,0.04539375,223,75
2.176875,PLAN 01 Dyrestald,14475,0,150,0.163265625,223,75
0.399375,PLAN 01 Dyrestald,2700,0,150,0.029953125,223,75
0.399375,PLAN 01 Dyrestald,2700,0,150,0.029953125,223,75
0.399375,PLAN 01 Dyrestald,2700,0,150,0.029953125,223,75
2.6496,4. sal,720,0,3680,0.185472,224,70
6.09,1. sal,1740,0,3500,0.4263,224,70
6.0813,2. sal,1740,0,3495,0.425691,224,70
6.09,3. sal,1740,0,3500,0.4263,224,70
6.09,4. sal,1740,0,3500,0.4263,224,70
6.09,5. sal,1740,0,3500,0.4263,224,70
0.716978606,1. sal,254.8311415,0,3680,0.050188502,224,70
0.5888,1. sal,220,0,3680,0.041216,224,70
0.7176,2. sal,255,0,3680,0.050232,224,70
0.5888,2. sal,220,0,3680,0.041216,224,70
0.716991891,3. sal,254.8344839,0,3680,0.050189363,224,70
0.5888,3. sal,220,0,3680,0.041216,224,70
0.716830402,4. sal,254.79087,0,3680,0.050178128,224,70
0.5888,4. sal,220,0,3680,0.041216,224,70
0.8541,5. sal,255,0,4380,0.059787,224,70
0.464,5. sal,220,0,2900,0.03248,224,70
8.556,1. sal,2445,0,3680,0.59892,224,70
1.9504,4. sal,625,0,3680,0.136528,224,70
0.247636297,2. sal,127.2924721,0,3680,0.017334541,224,70
0.247636297,3. sal,127.2924721,0,3680,0.017334541,224,70
0.251316297,4. sal,128.2924721,0,3680,0.017592141,224,70
18.42676857,2. sal,6219.991459,0,3680,2.211212228,224,120
6.9644,2. sal,1952.5,0,3680,0.835728,224,120
42.044,2. sal,11425,0,3680,5.04528,224,120
7.2275,1. sal,2065,0,3500,0.8673,224,120
27.15834013,5. sal,7539.983731,0,3680,3.259000816,224,120
9.978789441,5. sal,3167.986261,0,3680,1.197454733,224,120
25.47042909,5. sal,7062.973349,0,3680,3.042951104,224,120
10.738,7. sal,2660,0,4130,1.28856,224,120
11.12424419,Stuen,7525,0,1508.372093,1.334909302,224,120
15.5664,1. sal,4182.5,0,3680,1.867968,224,120
14.27839676,1. sal,3879.999117,0,3680,1.71340761,224,120
31.6138,2. sal,9170,0,3680,3.793656,224,120
14.0476,2. sal,4970,0,3680,1.685712,224,120
6.400106122,Stuen,3573.858195,0,2425,0.768012735,224,120
11.75932831,Stuen,2444.404238,0,4485.116279,1.347741135,224,120
13.8368,3. sal,3880,0,3680,1.660416,224,120
13.7908,3. sal,3687.5,0,3680,1.654896,224,120
6.6976,1. sal,1940,0,3680,0.803712,224,120
13.8368,1. sal,3880,0,3680,1.660416,224,120
14.2784,1. sal,3880,0,3680,1.713408,224,120
16.69636758,Stuen,6662.851183,0,2880,1.99952201,224,120
0.41825,1. sal,59.5,0,3500,0.05019,224,120
5.888,1. sal,1720,0,3680,0.70656,224,120
13.83679564,1. sal,3879.998816,0,3680,1.660415477,224,120
10.03639585,1. sal,3879.998871,0,3680,1.204367501,224,120
13.8367961,1. sal,3879.998937,0,3680,1.660415531,224,120
5.3728,1. sal,1460,0,3680,0.644736,224,120
10.01479541,1. sal,3879.998749,0,3680,1.201775448,224,120
7.77216,1. sal,2232,0,3680,0.9326592,224,120
10.47799489,1. sal,3939.998608,0,3680,1.257359385,224,120
13.8368,4. sal,3880,0,3680,1.660416,224,120
14.2784,4. sal,3880,0,3680,1.713408,224,120
14.2784,5. sal,3880,0,3680,1.713408,224,120
13.8368,5. sal,3880,0,3680,1.660416,224,120
13.3584,5. sal,3690,0,3680,1.603008,224,120
20.45473752,1. sal,6194.711284,0,3680,2.454568503,224,120
46.58424,5. sal,14208,0,3680,5.5901088,224,120
41.92624,5. sal,11333,0,3680,5.0311488,224,120
17.2776,5. sal,4815,0,3680,2.073312,224,120
11.9258,1. sal,3635,0,3680,1.431096,224,120
13.38742785,5. sal,3577.888004,0,3680,1.606491343,224,120
12.02672365,Mezzanin,4527.803783,0,2680,1.443206838,224,120
16.4265,Stuen,6025,0,2820,1.97118,224,120
10.10865533,Stuen,4512.721159,0,2820,1.21303864,224,120
5.374047067,Mezzanin,2119.265686,0,2680,0.642857557,224,120
45.4112,2. sal,12460,0,3680,5.449344,224,120
7.7648,2. sal,2150,0,3680,0.931776,224,120
14.2784,2. sal,3880,0,3680,1.713408,224,120
11.59198846,5. sal,3209.996864,0,3680,1.391038615,224,120
4.6368,3. sal,1385,0,3680,0.556416,224,120
14.71998162,3. sal,3879.99335,0,3680,1.766397064,224,120
2.956815623,3. sal,1319.841202,0,3680,0.354817875,224,120
16.22380002,1. sal,4925.000002,0,3680,1.946856001,224,120
10.0357997,1. sal,3879.999916,0,3680,1.204295963,224,120
7.4336,2. sal,2020,0,3680,0.892032,224,120
14.04766213,1. sal,5030.016883,0,3680,1.685719456,224,120
14.807,5. sal,4760,0,3680,1.77684,224,120
11.96084,Mezzanin,4503,0,2680,1.4353008,224,120
10.18124,1. sal,3286.5,0,3680,1.2217488,224,120
18.9378,1. sal,5782.5,0,3680,2.272536,224,120
6.19578111,1. sal,2319.994867,0,3680,0.743493733,224,120
16.4864,4. sal,4492.5,0,3680,1.978368,224,120
11.59194668,4. sal,3209.985511,0,3680,1.391033601,224,120
42.93824,1. sal,11728,0,3680,5.1525888,224,120
13.97608,1. sal,3921,0,3680,1.6771296,224,120
24.6444,1. sal,6820,0,3680,2.957328,224,120
0.46,1. sal,185,0,3680,0.0552,224,120
16.4864,3. sal,4492.5,0,3680,1.978368,224,120
11.59141306,3. sal,3209.840507,0,3680,1.390969568,224,120
42.044,5. sal,11425,0,3680,5.04528,224,120
38.6846,5. sal,11485,0,3680,4.642152,224,120
17.7376,5. sal,4820,0,3680,2.128512,224,120
7.8216,6. sal,2330,0,4380,0.938592,224,120
11.388,6. sal,2760,0,4380,1.36656,224,120
14.2692,2. sal,3817.5,0,3680,1.712304,224,120
13.8276,2. sal,3817.5,0,3680,1.659312,224,120
13.8,2. sal,3750,0,3680,1.656,224,120
19.077,2. sal,6000,0,3680,2.28924,224,120
16.3422,6. sal,5165,0,4380,1.961064,224,120
8.4972,6. sal,2000,0,4380,1.019664,224,120
7.4022,6. sal,1810,0,4380,0.888264,224,120
14.62,6. sal,3595,0,4000,1.7544,224,120
3.9376,5. sal,1130,0,3680,0.472512,224,120
22.806,5. sal,7410,0,3680,2.73672,224,120
14.3419,Kælder,3535,0,4340,1.721028,224,120
3.471999996,Kælder,839.9999989,0,4340,0.41664,224,120
21.21,Stuen,3535,0,6000,2.5452,224,120
4.8,Stuen,840,0,6000,0.576,224,120
11.6656,4. sal,3210,0,3680,1.399872,224,120
2.719999997,6. sal,839.9999992,0,4000,0.3264,224,120
14.62,3. sal,3535,0,4000,1.7544,224,120
2.719999997,3. sal,839.9999992,0,4000,0.3264,224,120
14.62,2. sal,3535,0,4000,1.7544,224,120
2.719999997,2. sal,839.9999992,0,4000,0.3264,224,120
14.14,4. sal,3535,0,4000,1.6968,224,120
3.199999997,4. sal,839.9999992,0,4000,0.384,224,120
16.8965,5. sal,3535,0,4700,2.02758,224,120
3.195999996,5. sal,839.9999992,0,4700,0.38352,224,120
14.5469,7. sal,3535,0,3980,1.745628,224,120
2.706399997,7. sal,839.9999992,0,3980,0.324768,224,120
14.62,1. sal,3535,0,4000,1.7544,224,120
2.72,1. sal,840,0,4000,0.3264,224,120
7.9488,2. sal,2200,0,3680,0.953856,224,120
20.8556,2. sal,6880,0,3680,2.502672,224,120
20.8555813,3. sal,6879.994775,0,3680,2.502669693,224,120
21.2972,4. sal,6880,0,3680,2.555664,224,120
7.5072,4. sal,2200,0,3680,0.900864,224,120
7.9488,5. sal,2200,0,3680,0.953856,224,120
11.6656,5. sal,3210,0,3680,1.399872,224,120
9.6416,5. sal,2820,0,3680,1.156992,224,120
7.4172,7. sal,2330,0,4200,0.890064,224,120
10.738,7. sal,2760,0,4130,1.28856,224,120
16.4312,2. sal,4565,0,3680,1.971744,224,120
20.792,2. sal,5770,0,3680,2.49504,224,120
20.792,2. sal,5710,0,3680,2.49504,224,120
16.5232,2. sal,4530,0,3680,1.982784,224,120
8.0408,2. sal,2125,0,3680,0.964896,224,120
11.2926,2. sal,3585,0,3680,1.355112,224,120
16.928,1. sal,5770,0,3680,2.03136,224,120
16.0816,2. sal,4530,0,3680,1.929792,224,120
22.6136,3. sal,6085,0,3680,2.713632,224,120
23.0736,3. sal,6270,0,3680,2.768832,224,120
14.72,3. sal,4062.5,0,3680,1.7664,224,120
4.241684747,3. sal,1581.689879,0,3680,0.498831308,224,120
15.29423668,3. sal,4156.042575,0,3680,1.835308401,224,120
11.37063136,3. sal,3071.082334,0,3680,1.354304901,224,120
4.241684747,4. sal,1581.689879,0,3680,0.498831308,224,120
15.29423668,4. sal,4156.042575,0,3680,1.835308401,224,120
11.37063136,4. sal,3071.082334,0,3680,1.354304901,224,120
20.09,4. sal,5840,0,3680,2.4108,224,120
15.64,4. sal,4250,0,3680,1.8768,224,120
8.8136,1. sal,2395,0,3680,1.057632,224,120
17.2726,5. sal,5310,0,3680,2.072712,224,120
10.58,5. sal,3000,0,3680,1.2696,224,120
10.58,3. sal,2935,0,3680,1.2696,224,120
8.9006,3. sal,3000,0,3680,1.068072,224,120
31.4038,3. sal,9170,0,3680,3.768456,224,120
23.57497964,1. sal,7445.057005,0,3680,2.826212715,224,120
13.91301791,1. sal,3901.372379,0,3680,1.669562148,224,120
17.4566,4. sal,5420,0,3680,2.094792,224,120
15.5548,4. sal,4250,0,3680,1.866576,224,120
2.6496,4. sal,660,0,3680,0.317952,224,120
17.19466194,3. sal,5182.184428,0,3680,2.060574591,224,120
20.81640148,3. sal,5589.994086,0,3680,2.495183336,224,120
13.83698268,3. sal,3880.04964,0,3680,1.660437921,224,120
7.8384,2. sal,2250,0,3680,0.940608,224,120
8.353600524,2. sal,2310,0,3680,1.002432,224,120
8.28,4. sal,2250,0,3680,0.9936,224,120
8.3536,4. sal,2210,0,3680,1.002432,224,120
8.28,5. sal,2190,0,3680,0.9936,224,120
8.8136,5. sal,2395,0,3680,1.057632,224,120
20.8556,5. sal,6880,0,3680,2.502672,224,120
22.88959344,4. sal,6319.997539,0,3680,2.746750913,224,120
19.5776,4. sal,5360,0,3680,2.349312,224,120
11.1638,4. sal,3610,0,3680,1.339656,224,120
3.9878,5. sal,1780,0,3680,0.478536,224,120
13.8367981,1. sal,3879.999481,0,3680,1.660415771,224,120
30.5206,5. sal,9030,0,3680,3.662472,224,120
11.07691752,3. sal,3130.031936,0,3680,1.329230103,224,120
34.22575147,3. sal,9300.475943,0,3680,4.107090177,224,120
34.22568382,3. sal,9300.45756,0,3680,4.107082059,224,120
10.948,3. sal,3035,0,3680,1.31376,224,120
2.432,1. sal,2020,0,3680,0.29184,224,120
7.564451986,Mezzanin,4537.696808,0,2680,0.905706147,224,120
12.5330574,Stuen,4793.760723,0,2820,1.503966888,224,120
18.4,1. sal,5040,0,3680,2.208,224,120
20.327,1. sal,6260,0,3680,2.43924,224,120
19.62744,1. sal,6130.5,0,3680,2.3552928,224,120
20.5018,1. sal,6247.5,0,3680,2.460216,224,120
22.448,1. sal,6260,0,3680,2.69376,224,120
17.838,1. sal,6000,0,3680,2.14056,224,120
10.94308396,2. sal,3610.022814,0,3680,1.313170075,224,120
18.2896,2. sal,5030,0,3680,2.194752,224,120
11.3252,1. sal,3077.5,0,3680,1.359024,224,120
5.888,4. sal,1720,0,3680,0.70656,224,120
10.661,1. sal,3652,0,3500,1.27932,224,120
3.269,1. sal,1420,0,3500,0.39228,224,120
3.1046,1. sal,1420,0,3680,0.372552,224,120
3.5462,1. sal,1420,0,3680,0.425544,224,120
5.88799973,2. sal,1719.999927,0,3680,0.706559968,224,120
13.83678586,2. sal,3879.996159,0,3680,1.660414304,224,120
5.669803948,2. sal,1940.001073,0,3680,0.680376474,224,120
5.888,2. sal,1720,0,3680,0.70656,224,120
6.697585863,2. sal,1939.996159,0,3680,0.803710304,224,120
5.3728,2. sal,1519.999858,0,3680,0.644735937,224,120
10.01472609,2. sal,3879.979774,0,3680,1.201767068,224,120
7.772139374,2. sal,2231.994253,0,3680,0.932656662,224,120
7.772160524,2. sal,2232,0,3680,0.9326592,224,120
5.9014,2. sal,2180,0,3680,0.708168,224,120
13.43932688,2. sal,3651.990859,0,3680,1.612719163,224,120
14.2046011,2. sal,3859.945951,0,3680,1.704552132,224,120
3.1046,2. sal,1420,0,3680,0.372552,224,120
5.1336,2. sal,1395,0,3680,0.616032,224,120
5.96344,2. sal,1620.5,0,3680,0.7156128,224,120
3.4726,2. sal,1460,0,3680,0.416712,224,120
22.0752,6. sal,5165,0,4380,2.649024,224,120
2.7846,6. sal,1220,0,4380,0.334152,224,120
114.452,Stuen,20150,0,5680,13.73424,224,120
15.435,7. sal,5165,0,4200,1.8522,224,120
13.041,7. sal,3710,0,4200,1.56492,224,120
7.098,7. sal,1810,0,4200,0.85176,224,120
21.168,7. sal,5165,0,4200,2.54016,224,120
2.580951113,7. sal,1219.024339,0,4200,0.309714134,224,120
4.746887993,Mezzanin,1885.251106,0,2680,0.567598468,224,120
6.0836,Mezzanin,2310,0,2680,0.730032,224,120
1.5238,Mezzanin,1520,0,2680,0.182856,224,120
7.912,5. sal,2310,0,3680,0.94944,224,120
8.3536,2. sal,2310,0,3680,1.002432,224,120
7.912,4. sal,2310,0,3680,0.94944,224,120
8.7217099,1. sal,2310.029864,0,3680,1.046605188,224,120
7.5072,2. sal,2200,0,3680,0.900864,224,120
2.7784,3. sal,855,0,3680,0.333408,224,120
2.7784,3. sal,755,0,3680,0.333408,224,120
13.606,3. sal,4970,0,3680,1.63272,224,120
18.2896,3. sal,4970,0,3680,2.194752,224,120
16.928,3. sal,4492.5,0,3680,2.03136,224,120
6.1088,3. sal,1780,0,3680,0.733056,224,120
2.3184,1. sal,630,0,3680,0.278208,224,120
13.6528,2. sal,3770,0,3680,1.638336,224,120
2.3184,2. sal,730,0,3680,0.278208,224,120
6.711,2. sal,2400,0,3680,0.80532,224,120
8.3168,2. sal,2380,0,3680,0.998016,224,120
10.5014,4. sal,3550,0,3680,1.260168,224,120
18.2896,4. sal,4970,0,3680,2.194752,224,120
6.1088,4. sal,1780,0,3680,0.733056,224,120
24.4854,5. sal,7350,0,3680,2.938248,224,120
7.9622,5. sal,2780,0,3680,0.955464,224,120
4.7322,1. sal,2200,0,3680,0.567864,224,120
1.6928,5. sal,620,0,3680,0.203136,224,120
8.280040443,3. sal,2250.01099,0,3680,0.993604853,224,120
8.3536,3. sal,2270,0,3680,1.002432,224,120
7.912,3. sal,2310,0,3680,0.94944,224,120
7.507240443,3. sal,2200.01099,0,3680,0.900868853,224,120
7.3542,Stuen,3520,0,2820,0.882504,224,120
4.08,Stuen,840,0,6000,0.4896,224,120
13.91320062,3. sal,3901.422031,0,3680,1.669584074,224,120
14.72,3. sal,3940,0,3680,1.7664,224,120
