Assembly_Code
11
10
6
9
6
9
8
9
9
9
9
9
6
11
9
9
9
9
9
10
6
9
9
8
9
9
9
9
9
9
6
6
6
9
10
9
9
9
9
10
9
2
10
10
10
9
9
2
9
6
9
2
9
9
9
2
10
9
9
9
6
9
9
9
9
9
6
2
9
9
9
9
2
9
9
9
10
9
9
9
9
10
9
9
9
9
9
9
9
9
10
9
11
11
9
9
6
9
9
9
9
9
6
9
2
6
9
12
6
10
9
10
6
9
3
9
11
9
9
10
9
9
11
9
0
9
9
6
2
10
10
11
6
6
2
10
10
9
10
8
9
9
12
10
9
2
9
9
9
11
2
9
9
9
9
6
9
9
9
6
9
9
6
9
9
9
2
9
9
6
9
11
7
10
9
9
6
9
7
8
9
4
9
9
9
9
9
9
2
10
9
9
2
9
6
2
9
9
2
11
9
9
9
9
9
10
9
9
9
8
8
9
6
9
9
9
7
10
9
9
9
10
9
9
9
9
11
9
9
9
9
9
9
9
9
9
9
2
10
9
9
9
3
9
9
9
9
9
9
6
10
9
10
9
2
10
9
9
9
9
7
11
9
9
9
2
9
9
6
6
9
9
9
9
9
9
9
9
9
6
9
10
9
9
9
6
3
7
6
9
2
9
9
9
6
9
9
9
9
9
9
10
6
9
12
12
7
11
9
9
11
11
9
9
6
7
9
9
9
9
2
9
9
9
11
9
6
9
9
9
6
2
9
9
9
9
9
9
10
9
9
9
6
9
9
2
8
9
9
9
10
9
10
9
2
11
10
9
10
6
9
9
10
9
9
4
9
9
6
9
9
7
9
6
2
6
7
2
9
9
9
0
9
9
9
6
9
10
9
2
9
9
6
9
11
9
9
9
2
6
11
10
9
4
9
9
9
9
9
2
9
6
11
6
9
9
9
9
10
9
6
10
9
9
9
9
10
9
6
9
9
7
10
9
9
9
9
10
11
2
9
9
9
6
10
10
9
9
9
9
9
9
9
6
9
4
2
6
9
9
9
9
9
9
2
9
9
9
9
10
2
12
9
6
2
9
9
9
9
10
9
9
9
9
10
9
9
10
6
9
9
9
10
10
2
9
6
6
9
6
10
9
11
9
9
9
9
9
4
7
9
10
9
9
9
9
6
6
9
9
9
9
9
10
9
9
10
10
4
9
11
9
9
9
9
2
9
9
9
9
2
2
9
6
9
9
6
9
4
10
11
9
6
2
9
11
5
9
10
9
8
3
9
9
9
9
2
9
9
11
10
6
10
9
9
9
6
10
5
11
10
11
9
10
9
9
6
9
9
11
9
2
9
10
9
9
9
11
9
9
9
8
2
9
6
9
6
9
9
9
6
9
8
6
9
3
10
9
6
10
9
9
2
10
9
9
4
9
9
9
9
9
8
9
9
9
9
9
12
9
9
9
3
9
9
6
10
9
9
2
9
9
9
9
9
9
11
7
9
2
8
9
9
9
6
2
8
9
10
9
9
3
9
11
9
9
12
2
9
9
7
9
9
9
9
10
9
9
6
11
9
9
9
9
9
9
9
9
9
11
9
9
9
9
9
9
9
9
11
9
