Assembly_Code
9
11
11
9
10
9
9
9
9
8
10
9
9
9
9
5
9
9
11
9
9
8
10
9
9
10
9
11
9
6
9
9
9
9
9
9
9
9
9
5
6
10
9
10
9
9
9
9
9
10
6
9
9
6
9
9
2
6
10
9
6
9
9
9
7
9
10
9
9
9
9
9
9
10
8
9
6
10
9
11
10
9
10
6
9
9
9
9
9
10
4
9
2
9
6
6
9
11
6
6
9
9
9
9
9
6
9
10
9
4
9
6
9
9
10
6
2
9
9
12
9
9
9
9
10
9
9
4
9
9
9
9
10
9
9
9
10
9
2
9
6
9
9
9
9
9
11
9
6
10
9
9
2
9
9
7
11
6
9
2
9
9
10
10
9
9
9
9
9
1
9
9
9
10
9
9
9
10
9
9
9
10
9
9
9
10
9
4
9
9
9
9
9
9
9
9
6
9
6
11
10
9
11
10
9
9
10
9
11
11
10
10
10
11
9
6
9
9
9
6
9
9
9
10
9
9
9
12
9
9
10
0
9
10
11
9
9
9
9
9
10
8
9
9
9
9
2
9
9
9
2
9
10
10
9
10
9
9
9
11
9
9
9
10
9
10
9
10
9
9
9
10
11
9
9
11
2
6
9
5
9
9
9
9
9
6
9
9
11
9
9
9
9
9
3
9
9
11
9
9
9
6
10
6
9
9
9
11
6
10
9
8
6
10
9
9
11
9
10
9
9
6
6
6
9
9
10
9
9
9
9
6
9
10
9
10
6
9
9
9
9
9
9
9
6
9
6
8
9
2
9
9
11
9
9
9
9
9
2
6
9
9
9
9
6
9
9
11
10
9
12
9
9
9
9
9
9
11
9
9
10
6
9
9
6
9
10
9
10
10
10
6
7
10
9
10
9
9
10
9
9
9
5
9
6
9
10
9
6
11
2
10
9
9
9
6
9
9
9
9
3
9
9
9
10
10
9
9
9
9
9
11
10
9
9
9
9
9
9
9
9
9
9
9
9
9
11
9
9
11
9
9
3
9
9
9
9
9
6
10
6
9
9
2
9
10
9
6
6
6
9
10
2
6
6
9
9
9
9
9
10
9
9
8
9
6
9
10
9
9
10
2
9
9
5
2
11
9
9
9
6
5
9
10
9
9
9
9
6
9
9
2
6
9
10
10
6
9
10
11
9
9
6
4
10
9
9
9
9
9
6
4
12
6
9
9
9
9
9
9
9
9
9
6
9
9
9
9
6
2
6
9
9
9
9
9
4
9
6
2
9
10
9
6
9
9
9
6
9
6
2
9
9
9
2
9
9
9
9
9
11
9
11
9
9
9
9
10
9
9
9
9
9
9
6
9
9
0
2
9
9
2
9
4
10
6
9
9
2
9
9
10
6
9
11
9
4
9
10
10
6
9
9
9
9
10
10
9
9
10
10
10
9
6
10
10
10
10
9
6
9
9
6
10
9
6
9
6
8
9
9
10
9
9
6
9
6
6
9
2
9
11
9
9
10
9
9
9
2
9
9
11
6
9
9
9
9
9
9
9
10
9
2
10
6
9
9
2
10
6
6
10
9
11
9
9
9
2
9
10
9
2
10
9
2
9
9
6
9
9
6
9
11
11
2
9
7
11
9
9
9
3
5
9
9
9
9
6
9
9
2
9
9
6
9
7
12
9
9
9
12
9
6
9
9
6
9
9
9
2
6
9
9
11
9
9
9
12
9
11
5
10
9
9
9
9
10
9
10
9
6
10
9
9
10
2
9
6
9
11
9
9
2
10
9
10
9
6
9
9
9
9
9
10
9
6
6
2
9
9
9
9
9
9
2
9
2
9
6
9
9
9
2
11
9
9
11
9
9
9
9
9
9
9
9
9
6
9
9
9
10
9
9
9
9
9
9
9
9
9
6
2
10
9
5
9
10
6
8
9
9
9
6
10
10
9
9
11
9
9
6
4
9
9
6
9
2
6
9
9
9
9
9
9
9
6
9
6
2
10
9
9
9
9
9
9
6
10
9
10
11
9
9
2
9
9
9
9
6
9
6
9
10
11
9
6
9
9
9
9
9
6
9
9
2
6
9
9
10
9
6
11
10
9
2
9
10
9
9
9
10
3
2
9
6
9
9
2
9
9
6
11
9
9
9
6
9
9
9
9
9
10
9
9
9
9
10
9
6
9
9
9
9
12
9
9
9
9
9
9
10
9
8
2
9
6
9
6
2
10
8
3
9
9
9
9
6
8
11
9
6
6
2
9
9
2
7
9
12
10
9
2
9
9
9
11
9
9
11
6
10
9
9
9
10
9
9
9
6
6
9
10
2
9
9
9
9
9
9
6
9
9
9
2
9
6
6
6
2
9
2
9
9
6
10
10
9
9
9
9
2
9
5
9
9
9
9
9
9
9
6
9
9
9
9
9
9
9
2
2
9
9
9
9
10
9
9
7
9
11
10
5
10
10
11
9
10
11
9
10
9
11
9
9
6
9
9
6
10
2
9
9
9
7
9
2
9
9
6
9
9
9
8
9
6
8
6
9
9
10
9
10
9
9
10
10
9
9
9
9
9
6
9
10
4
9
10
9
9
9
9
9
9
6
10
9
9
9
5
9
9
10
9
9
10
6
9
6
2
9
10
10
9
9
6
9
9
9
7
9
9
9
2
2
9
6
9
9
9
6
9
9
11
9
9
10
9
9
9
9
10
9
6
6
0
9
10
9
10
9
6
9
9
10
6
9
9
2
9
10
9
9
9
9
9
8
10
9
6
9
9
9
9
7
9
9
9
9
9
12
4
9
7
9
10
9
10
6
9
10
9
9
11
9
11
9
9
10
9
6
10
9
9
6
6
9
9
11
9
6
9
9
9
9
11
9
9
6
9
11
9
9
11
9
2
10
2
9
9
9
9
6
9
6
6
10
9
10
9
9
9
9
9
10
9
9
9
9
9
9
10
9
10
6
10
12
9
9
9
6
9
11
8
9
12
9
9
9
9
9
9
9
9
2
10
6
10
9
6
6
9
9
9
9
12
9
9
9
6
6
10
9
3
9
6
11
9
10
9
9
9
9
9
9
9
9
9
8
6
2
9
9
9
6
10
9
6
2
9
2
9
2
9
6
9
9
9
10
9
9
9
6
9
6
2
9
9
9
9
11
9
2
1
9
10
9
9
6
9
11
9
6
9
9
9
9
9
11
9
10
7
10
9
9
10
9
9
9
9
9
9
9
11
9
10
10
9
9
9
9
9
7
11
9
9
11
9
6
6
6
9
9
11
9
9
9
9
10
6
9
2
9
9
9
9
9
10
9
10
9
9
6
9
2
10
9
10
6
9
9
9
6
2
6
6
2
9
9
9
9
10
6
7
9
10
9
9
9
10
9
6
9
9
6
9
9
6
2
9
2
9
9
7
9
6
6
9
6
11
9
10
10
9
9
10
9
9
9
2
9
9
4
9
7
9
10
9
10
6
5
9
9
9
10
6
9
9
9
9
9
9
6
6
9
10
10
6
9
9
2
9
9
9
9
11
7
7
9
9
6
9
6
9
9
9
12
9
9
10
9
6
9
9
2
9
9
9
9
9
9
6
9
9
9
2
5
9
9
2
10
9
9
9
9
2
4
2
9
10
2
9
9
9
9
11
9
11
6
9
9
10
