,FireRating,Area,Structural,Unconnected_Height,Volume,Width
2298,3,0.28030080714774386,0.0,0.6030150753768845,0.3644444256610496,0.5778894472361809
3574,5,0.10939564291019302,0.0,0.020100502512562814,0.025129606858694753,0.0
1850,3,0.15558629742189672,0.0,0.16080402010050251,0.2706509649317788,0.5778894472361809
3135,3,0.14070356154310928,0.0,0.16080402010050251,0.2590772120531444,0.5778894472361809
1988,3,0.3442821644516906,0.0,0.8115577889447236,0.41808475184513183,0.5778894472361809
3917,0,0.37722451263271767,0.0,0.1758793969849246,0.23298002655407474,0.12060301507537688
1528,3,0.4508512910730544,0.0,0.4083364769045226,0.5025105393719979,0.5778894472361809
192,5,0.07893991196007324,1.0,0.8115577889447236,0.35171076613111507,0.9396984924623115
36,5,0.9579934978398746,1.0,0.8115577889447236,0.9694474351497812,1.0
3015,5,0.7857229800547983,0.0,0.4135915629650398,0.8831051799464769,0.8919597989949748
2186,3,0.48509012389803324,0.0,0.9623115577889447,0.5283773458558872,0.5778894472361809
2123,5,0.2391401079810047,1.0,0.2361809045226131,0.4793392357087248,0.9221105527638191
3793,5,0.012493894426835864,0.0,0.007537688442211055,0.027750176489539154,0.2085427135678392
494,3,0.44805173050400426,0.0,0.44472361809045224,0.5004566406311872,0.5778894472361809
1544,5,0.4175481698878565,1.0,0.6783919597989949,0.53970268308205,0.8542713567839196
3698,0,0.058733484530424894,0.0,0.11557788944723618,0.06995288903733914,0.12060301507537688
3582,5,0.08529348316977782,0.0,0.020100502512562814,0.018325678166286816,0.0
2908,3,0.6289450443157685,0.0,0.40703517587939697,0.6410512055920233,0.5778894472361809
188,5,0.5790634736634487,1.0,0.8115577889447236,0.6080402113302343,0.7914572864321608
2933,5,0.1832645189375656,0.0,0.27188179704492615,0.1300329449150797,0.12060301507537688
3076,5,0.9152619986812378,0.0,0.12562516382787522,0.4138965536995643,0.0
1738,3,0.8658283753817095,0.0,0.8115577889447236,0.8448980953432089,0.5778894472361809
850,3,0.16054133997553893,0.0,0.635678391959799,0.24920837130732337,0.3592964824120603
1780,3,0.9042849096707581,0.0,0.2361809045226131,0.8693275618205561,0.5778894472361809
665,5,0.9377466664366156,1.0,0.9849246231155779,0.9558530441121381,1.0
355,5,0.954824311751517,1.0,0.8115577889447236,0.9401756373495055,0.9020100502512562
1077,3,0.0,0.0,0.39268286479396264,0.0,0.5778894472361809
2862,2,0.056421091623286415,0.0,0.542713567839196,0.11908654720716921,0.2512562814070352
15,3,0.7794348217512356,0.0,0.8115577889447236,0.7798055098391289,0.5778894472361809
3116,3,0.21925390449609167,0.0,0.2142794827311159,0.3144636679116093,0.5778894472361809
3350,3,0.0051697297828535785,0.0,0.015358734618990944,0.01879470109083178,0.2911138087440951
773,5,0.9569761921684047,1.0,0.8115577889447236,0.9352417352098534,0.8542713567839196
2093,5,0.68761899697605,1.0,0.8115577889447236,0.7652696861981785,0.8542713567839196
987,5,0.5599563430796126,1.0,0.06945247122668526,0.43215869298781623,0.18592964824120603
2527,2,0.3325471979147954,0.0,0.542713567839196,0.36731395222616153,0.31658291457286436
3069,2,0.4288019272356355,0.0,0.542713567839196,0.3938735635675593,0.2512562814070352
2642,3,0.7260288303100296,0.0,0.8115577889447236,0.7332915661038847,0.5778894472361809
81,5,0.5790634552501088,1.0,0.8115577889447236,0.6080401886966461,0.7914572864321608
2715,2,0.09645411305736892,0.0,0.6783919597989949,0.18217182681908828,0.31658291457286436
3077,5,0.8939640777479495,0.0,0.10956168354159301,0.3916484337671369,0.0
673,5,0.9965621026816412,1.0,0.9905109947097632,0.9999684059824407,1.0
659,3,0.79133662246228,0.0,0.6545226130653267,0.7890280965562917,0.5778894472361809
3471,5,0.8760810962846058,1.0,0.8115577889447236,0.9217898454721205,0.9221105527638191
1518,5,0.7378771961646238,0.0,0.40703517587939697,0.754689276475449,0.7914572864321608
3256,5,0.7583828435665121,1.0,0.6130653266331658,0.9233759068733319,0.9481855369826381
162,3,0.7942129772007125,0.0,0.542713567839196,0.7907366077066343,0.5778894472361809
2052,3,0.7481580553295105,0.0,0.9623115577889447,0.7415033138600087,0.5778894472361809
3566,5,0.15456051897063633,0.0,0.05778894472361809,0.04043538140289833,0.0
3342,2,0.1819579085259952,0.0,0.1352548647816462,0.2066511815321867,0.2512562814070352
3469,5,0.8911284160404308,1.0,0.8115577889447236,0.9152750282279192,0.9020100502512562
1671,3,0.8817190081898776,0.0,0.8115577889447236,0.8559710257887606,0.5778894472361809
2538,3,0.7860466708464766,0.0,0.9307434146186574,0.7854365352196442,0.5778894472361809
246,5,0.5275103645963213,0.0,0.31658291457286436,0.17969636709927592,0.06532663316582915
2244,0,0.37167080056397495,0.0,0.11055276381909548,0.2263934888777023,0.12060301507537688
741,5,0.9590442277307436,1.0,0.9623115577889447,0.9358831063858485,0.8542713567839196
1645,3,0.7062660088353525,0.0,0.8115577889447236,0.7139817649626677,0.5778894472361809
2960,2,0.2172997916388899,0.0,0.542713567839196,0.22839477225538019,0.2512562814070352
1277,5,0.6823871178485105,0.0,0.31658291457286436,0.2614003496850939,0.06532663316582915
2164,5,0.09284610787557529,1.0,0.06996820098429227,0.26600147807211905,0.8542713567839196
2525,2,0.3472047865573345,0.0,0.542713567839196,0.37916017005035535,0.31658291457286436
220,5,0.08984429659186557,0.0,0.31658291457286436,0.024230101301770512,0.06532663316582915
901,5,0.8405208402942761,0.0,0.31658291457286436,0.37342789664380505,0.06532663316582915
1985,5,0.576744585817851,0.0,0.31658291457286436,0.1957082730087936,0.06532663316582915
3639,5,0.3677292130684175,0.0,0.05778894472361809,0.10152118801264681,0.0
1658,3,0.8788094235969334,0.0,0.8115577889447236,0.85417971501627,0.5778894472361809
764,3,0.6000468445511598,0.0,0.9623115577889447,0.6226918857894567,0.7914572864321608
4016,3,0.3824028685737503,0.0,0.2361809045226131,0.4449586984032066,0.5778894472361809
643,3,0.7558968647496984,0.0,0.635678391959799,0.8597978934180872,0.8844221105527639
2937,5,0.7752542686168812,0.0,0.0879396984924623,0.9056511433228441,0.9326422531820777
1890,3,0.12060301507537688,0.0,0.2184401532742462,0.23115577889447236,0.5778894472361809
1794,5,0.12581827591503056,0.0,0.35175879396984927,0.1790606262134328,0.28391959798994976
537,0,0.5370080019367686,0.0,0.635678391959799,0.4522613108722152,0.22110552763819097
1537,3,0.6865664460892792,0.0,0.9623115577889447,0.6884694040354798,0.5778894472361809
542,5,0.9748635322301356,1.0,0.6582914572864321,0.9820886604010816,1.0
52,3,0.35055676072937214,0.0,0.8115577889447236,0.42260868994358364,0.5778894472361809
147,5,0.9137200473986283,1.0,0.8115577889447236,0.9096150444107473,0.8542713567839196
2302,3,0.42087443829601084,0.0,0.8115577889447236,0.4218658482889667,0.5778894472361809
2780,2,0.38253420636473867,0.0,0.8115577889447236,0.39011344035789836,0.31658291457286436
880,5,0.5287747930117712,1.0,0.542713567839196,0.7499844331437331,0.9221105527638191
2150,3,0.7593874126972049,0.0,0.9623115577889447,0.7628249733071013,0.5778894472361809
1046,3,0.7064670659304216,0.0,0.8115577889447236,0.714298090307395,0.5778894472361809
2304,3,0.7677619451014877,0.0,0.542713567839196,0.7571370306607188,0.5778894472361809
1933,3,0.5528632891250589,0.0,0.2361809045226131,0.5809437665872454,0.5778894472361809
1612,3,0.8326099110381867,0.0,0.8115577889447236,0.8191972666084478,0.5778894472361809
917,3,0.9047867937628765,0.0,0.8115577889447236,0.8700059207161327,0.5778894472361809
105,3,0.6559668242463746,0.0,0.8115577889447236,0.6406754800050947,0.5778894472361809
2157,5,0.09696521437614514,0.0,0.3693467336683417,0.159973523193077,0.28391959798994976
3011,2,0.5174363908307501,0.0,0.542713567839196,0.5175744961293592,0.31658291457286436
3614,5,0.10847901909660623,0.0,0.05778894472361809,0.02494266859559343,0.0
2331,3,0.45439121753329914,0.0,0.6033983320803955,0.4868539861790413,0.3592964824120603
3238,3,0.5753881067660088,0.0,0.542713567839196,0.5961784629565834,0.5778894472361809
3111,3,0.018613969183168964,0.0,0.014102132139956498,0.08164638871587541,0.5778894472361809
2074,3,0.6605516903736026,0.0,0.2361809045226131,0.6685076357122237,0.5778894472361809
3941,0,0.8939630106929761,0.0,0.10956072665358507,0.6155440803467425,0.12060301507537688
1920,3,0.6305866565815473,0.0,0.542713567839196,0.6365353604782761,0.5778894472361809
3796,5,0.06800271154211658,0.0,0.007537688442211055,0.10598198763331236,0.2085427135678392
2012,5,0.11919036440407267,0.0,0.3563628455352268,0.23611725727992083,0.7914572864321608
2000,3,0.7691567835555854,0.0,0.271356783919598,0.772532356938857,0.5778894472361809
689,5,0.9485385123353174,1.0,0.9834399269072637,0.9448961546665092,0.9221105527638191
775,5,0.9905947665367499,1.0,0.9623115577889447,0.9626080512423685,0.8542713567839196
668,5,0.9949401566742413,1.0,0.9442211055276382,0.9967226773254747,1.0
3764,5,0.19951729238259203,0.0,0.007537688442211055,0.1835280887225517,0.2085427135678392
981,3,0.49246231155778897,0.0,0.8115577889447236,0.5327824830465496,0.5778894472361809
3836,0,0.3409064458787928,0.0,0.11374062128754411,0.20700302992874095,0.12060301507537688
2644,2,0.5968125709929069,0.0,0.8115577889447236,0.5635596496125838,0.31658291457286436
3274,5,0.3649986306723059,0.0,0.08040201005025126,0.2363438857499813,0.15577889447236182
544,5,0.8990794745243607,1.0,0.635678391959799,0.9165257898267828,0.9020100502512562
1080,3,0.8110207449883149,0.0,0.9623115577889447,0.806291021884115,0.5778894472361809
3930,0,0.09381183270557412,0.0,0.1306532663316583,0.08372778617720697,0.12060301507537688
3580,0,0.21162703936956684,0.0,0.11557788944723618,0.14219975758574224,0.12060301507537688
296,5,0.7971686630002017,1.0,0.542713567839196,0.909837631132373,0.9221105527638191
1533,5,0.8740166948020882,1.0,0.542713567839196,0.8944779403143437,0.8542713567839196
1700,3,0.7530340834379065,0.0,0.542713567839196,0.7582372548378993,0.5778894472361809
3287,3,0.9421593983957112,0.0,0.3693467336683417,0.9110407705453365,0.5778894472361809
3868,0,0.30204912085357394,0.0,0.1457286432160804,0.18710541486721305,0.12060301507537688
3669,3,0.5224262660026323,0.0,0.8115577889447236,0.5641966916162582,0.5778894472361809
3231,3,0.44695134363209293,0.0,0.1934673366834171,0.49955444973386137,0.5778894472361809
1642,3,0.7709488071960153,0.0,0.8115577889447236,0.7739357470329762,0.5778894472361809
1655,5,0.3984961592274343,0.0,0.31658291457286436,0.12506447586886232,0.06532663316582915
234,3,0.31474644065149304,0.0,0.8115577889447236,0.3970391394504558,0.5778894472361809
622,5,0.9670053586117344,1.0,0.6080402010050251,0.977436610604248,1.0
3965,0,0.1037125610327947,0.0,0.14807687769164132,0.12173736357003934,0.18592964824120603
1309,0,0.4129187098277556,0.0,0.3869346733668342,0.32160803912844654,0.18592964824120603
2681,3,0.6294898435655772,0.0,0.3693467336683417,0.6352411889314282,0.5778894472361809
2217,5,0.9195091853350827,1.0,0.8115577889447236,0.9230175279002107,0.9020100502512562
2606,2,0.40265111422210487,0.0,0.8115577889447236,0.37634676708153103,0.2512562814070352
1934,3,0.0934961482619709,0.0,0.032663316582914576,0.2063163544228266,0.5778894472361809
1059,3,0.0,0.0,0.31658291457286436,0.0,0.5778894472361809
1922,3,0.4821748652788371,0.0,0.542713567839196,0.5257868147680237,0.5778894472361809
2957,2,0.07341452500054661,0.0,0.542713567839196,0.13455937104949325,0.2512562814070352
356,5,0.0789399064569881,1.0,0.8115577889447236,0.35171075832439375,0.9396984924623115
3547,5,0.18778001644776898,1.0,0.8115577889447236,0.5011728902360837,0.9447236180904522
2433,3,0.19663129361853593,0.0,0.6783919597989949,0.26965918263622846,0.5778894472361809
778,3,0.7843781976322441,0.0,0.9623115577889447,0.7839448404080216,0.5778894472361809
675,5,0.8992579106985213,1.0,0.990230371726741,0.9459689914914636,1.0
2691,2,0.18089953553758664,0.0,0.542713567839196,0.241503490067015,0.31658291457286436
3025,2,0.07048964513872023,0.0,0.542713567839196,0.13259291847453747,0.2512562814070352
3149,3,0.08966586809903285,0.0,0.3693467336683417,0.2017884973692682,0.5778894472361809
1069,5,0.2613065326633166,0.0,0.542713567839196,0.4170521354119834,0.8542713567839196
289,3,0.8997006977481373,0.0,0.8115577889447236,0.8651200033261186,0.5778894472361809
2444,2,0.34276176091943406,0.0,0.2562814070351759,0.3747066435981228,0.31658291457286436
245,3,0.8371787911250004,0.0,0.8115577889447236,0.8237124947075175,0.5778894472361809
2432,5,0.1256099986514355,0.0,0.35175879396984927,0.1787696593884374,0.28391959798994976
134,5,0.9847069285884901,1.0,0.8115577889447236,0.990162037178544,1.0
3233,5,0.6165463129252915,0.0,0.3547514274873447,0.41401208299484477,0.15577889447236182
2802,3,0.2712074348357836,0.0,0.542713567839196,0.33577661555411176,0.3592964824120603
3736,3,0.38951691127063076,0.0,0.4120603015075377,0.45730918053540454,0.5778894472361809
562,5,0.20516579823925055,1.0,0.635678391959799,0.48553669479962197,0.9396984924623115
1562,3,0.8102196196609306,0.0,0.9623115577889447,0.8153408897158305,0.7914572864321608
1615,5,0.9532719993531736,1.0,0.542713567839196,0.9657492382365529,1.0
1713,3,0.5377196887194508,0.0,0.542713567839196,0.5747074589726899,0.5778894472361809
3315,4,0.6157029466344883,0.0,0.1392730686168238,0.6636761664855312,0.8165829145728642
1000,5,0.6227090118891169,1.0,0.0879396984924623,0.46853351987199143,0.18592964824120603
1781,3,0.1306184929088755,0.0,0.12562814070351758,0.24064386969324544,0.5778894472361809
2541,5,0.290738600783142,1.0,0.44472361809045224,0.49548207510263453,0.9020100502512562
1510,3,0.9083680109453341,0.0,0.8115577889447236,0.8725229194679099,0.5778894472361809
2658,3,0.6973392962876379,0.0,0.9623115577889447,0.7041404921555439,0.5778894472361809
2447,3,0.3652599781152504,0.0,0.2562814070351759,0.4366551322983213,0.5778894472361809
933,3,0.7523489516735019,0.0,0.8115577889447236,0.7574269260389275,0.5778894472361809
3310,4,0.6745167981721053,0.0,0.16906450058511735,0.7086962937604869,0.8165829145728642
702,1,0.8066495756831509,0.0,0.9307434146186574,0.8143063905365424,0.7914572864321608
734,3,0.7022324334481528,0.0,0.9623115577889447,0.7100446396809161,0.5778894472361809
3969,5,0.11023829916734423,0.0,0.1934673366834171,0.025311575082913387,0.0
1514,5,0.9766446186145008,1.0,0.8115577889447236,0.9838306969136312,1.0
2608,3,0.886463721016344,0.0,0.542713567839196,0.859114258267109,0.5778894472361809
3950,5,0.41723937403159994,0.0,0.06635809268104317,0.482979661029934,0.7914572864321608
409,5,0.8754822934091813,1.0,0.8115577889447236,0.8948234471983494,0.8542713567839196
2372,3,0.21865942401802646,0.0,0.31658291457286436,0.31383413084063766,0.5778894472361809
822,3,0.831202192495728,0.0,0.635678391959799,0.8930192271625335,0.8844221105527639
1639,3,0.780366881260038,0.0,0.8115577889447236,0.7805841535794678,0.5778894472361809
1114,5,0.676665042218338,1.0,0.46733668341708545,0.9091980300178146,1.0
1759,5,0.7810551399823995,0.0,0.6584730883332324,0.7365637718257989,0.31658291457286436
493,3,0.10055879403335494,0.0,0.44472361809045224,0.198923850280117,0.3592964824120603
1795,3,0.23115577889447236,0.0,0.2613065326633166,0.32706988398377745,0.5778894472361809
3288,4,0.8669228268451599,0.0,0.20065634034683022,0.8696996563808619,0.8165829145728642
1508,3,0.2571551537237242,0.0,0.8115577889447236,0.34349056333049993,0.5778894472361809
3710,2,0.7200529790445424,0.0,0.11055276381909548,0.6245857426910276,0.2512562814070352
1987,3,0.735800172232751,0.0,0.4748743718592965,0.7431306970583108,0.5778894472361809
1472,0,0.4883771568529377,0.0,0.35175879396984927,0.38168358408256714,0.18592964824120603
2388,5,0.2946185919597428,0.0,0.31658291457286436,0.0830812621871455,0.06532663316582915
22,3,0.7867272296004112,0.0,0.8115577889447236,0.7860449872190105,0.5778894472361809
1030,5,0.9957445024190839,1.0,0.9949885978998048,0.9699130843380923,0.8542713567839196
1556,3,0.8603954352822295,0.0,0.542713567839196,0.841465429643736,0.5778894472361809
1669,3,0.8018590712429357,0.0,0.8115577889447236,0.798955000480048,0.5778894472361809
3234,5,0.24605354826760817,0.0,0.2219430485762144,0.16563531531529768,0.15577889447236182
2055,3,0.44717025047642833,0.0,0.8115577889447236,0.49978797818604187,0.5778894472361809
910,3,0.8064149303862229,0.0,0.8115577889447236,0.8025356145420588,0.5778894472361809
3434,2,0.13473300240220268,0.0,0.11729344296335546,0.17462740951203357,0.2512562814070352
370,3,0.2589895323579999,0.0,0.34673366834170855,0.34492080870505687,0.5778894472361809
3977,5,0.032831264714308805,0.0,0.045506297799793746,0.005330571150992409,0.0
2771,5,0.9443455220823789,1.0,0.8115577889447236,0.928135720931375,0.8542713567839196
1593,3,0.14702139140203618,0.0,0.3693467336683417,0.26216277827486334,0.5778894472361809
129,5,0.9424813722492745,1.0,0.46834170854271356,0.9564247167859274,1.0
978,5,0.7928039716395376,1.0,0.1012438024071432,0.6155983599108805,0.18592964824120603
1651,3,0.7069474851475815,0.0,0.8115577889447236,0.715054022372847,0.5778894472361809
1463,0,0.3867547084332923,0.0,0.3869346733668342,0.3059946223954174,0.18592964824120603
3158,5,0.09886675571947909,0.0,0.21105527638190955,0.08761026220194944,0.12060301507537688
212,5,0.9515594373532436,1.0,0.8115577889447236,0.9656379790849631,1.0
121,3,0.6228364845457516,0.0,0.8115577889447236,0.6367797478845936,0.5778894472361809
301,3,0.8371751020708016,0.0,0.8115577889447236,0.8237089099662989,0.5778894472361809
1682,5,0.8086758551497033,0.0,0.31658291457286436,0.35368111074827524,0.06532663316582915
2925,2,0.06639959675766532,0.0,0.542713567839196,0.1293614420369947,0.2512562814070352
4005,3,0.5427121922732334,0.0,0.3693467336683417,0.5760783513063193,0.5778894472361809
1156,5,0.386579259519839,0.0,0.2889447236180904,0.33380948723108633,0.21608040201005024
1648,3,0.35567706145431177,0.0,0.8115577889447236,0.4276012259956627,0.5778894472361809
3179,2,0.05298266944644847,0.0,0.41959798994974873,0.13461514276014586,0.31658291457286436
2075,3,0.15525385195110186,0.0,0.8115577889447236,0.2702957347610658,0.5778894472361809
634,3,0.16054147291455326,0.0,0.44472361809045224,0.24920872491877327,0.3592964824120603
3618,5,0.1762053236621328,0.0,0.05778894472361809,0.04463928784715059,0.0
2425,5,0.10971446667153004,0.0,0.31658291457286436,0.030711897273922074,0.06532663316582915
3617,2,0.7333148940850645,0.0,0.2676716917922948,0.6934496950339619,0.31658291457286436
3689,3,0.17980731792300084,0.0,0.269748743718593,0.2846665834652781,0.7914572864321608
1768,3,0.6157315117476392,0.0,0.1934673366834171,0.6300191046879677,0.5778894472361809
2135,2,0.3332925699963621,0.0,0.4812524159257828,0.35629279472265585,0.31658291457286436
1112,5,0.5535011601426199,1.0,0.8115577889447236,0.8805078736927444,1.0
1771,0,0.5439564842014484,0.0,0.16892682591037378,0.35071339763166515,0.12060301507537688
1321,0,0.4136131817488378,0.0,0.3869346733668342,0.32201570284015557,0.18592964824120603
3628,5,0.0998432228957857,0.0,0.05778894472361809,0.02250728735967981,0.0
2678,3,0.6561314364752401,0.0,0.9623115577889447,0.6660339516113934,0.5778894472361809
2082,5,0.6075490521215607,0.0,0.3693467336683417,0.45619896603384313,0.18592964824120603
964,3,0.8142460675880082,0.0,0.8115577889447236,0.808592350920772,0.5778894472361809
2893,2,0.13533954630453915,0.0,0.542713567839196,0.18165756061220284,0.2512562814070352
3016,5,0.847438063680604,0.0,0.4135915629650398,0.9030865834076842,0.8919597989949748
2611,3,0.8375833322598778,0.0,0.542713567839196,0.8241055969424541,0.5778894472361809
2955,2,0.19737290805645527,0.0,0.44472361809045224,0.21521450397858838,0.2512562814070352
2883,2,0.2888418014885127,0.0,0.542713567839196,0.2856837175700473,0.2512562814070352
2333,3,0.184053323729887,0.0,0.15381882187708049,0.28313100338325287,0.5778894472361809
2665,3,0.477405737585279,0.0,0.3693467336683417,0.5215201729034653,0.5778894472361809
1008,3,0.8128865378582982,0.0,0.44472361809045224,0.8076180495110515,0.5778894472361809
2094,3,0.37459000197650183,0.0,0.542713567839196,0.44221106844390334,0.5778894472361809
3872,0,0.339073695544989,0.0,0.1457286432160804,0.20601684041868817,0.12060301507537688
814,3,0.5474935197235631,0.0,0.635678391959799,0.5593824931025421,0.3592964824120603
3347,3,0.7912979217016818,0.0,0.39861186827861167,0.7174514910008669,0.2911138087440951
539,5,0.9794988186697381,1.0,0.6582914572864321,0.98578255712252,1.0
3278,5,0.7094240665590276,0.0,0.2626633165829146,0.26666441688965753,0.0
290,3,0.9205271394438718,0.0,0.8115577889447236,0.8845367845224987,0.5778894472361809
46,3,0.8013941589948866,0.0,0.542713567839196,0.7985943437534411,0.5778894472361809
315,3,0.8544677316571336,0.0,0.8115577889447236,0.8342981366502922,0.5778894472361809
745,5,0.9603056831729231,1.0,0.9623115577889447,0.9364247568316029,0.8542713567839196
3083,2,0.3616892042324508,0.0,0.21916707355532206,0.3981757978586397,0.31658291457286436
1509,3,0.642556903764973,0.0,0.8115577889447236,0.6533212689012291,0.5778894472361809
1801,3,0.03305966870329263,0.0,0.032663316582914576,0.11437752883256454,0.5778894472361809
1103,5,0.3713060818724837,1.0,0.6783919597989949,0.7354340430140445,1.0
1460,5,0.4376866152555017,0.0,0.3438653252878794,0.29988359599618014,0.1658291457286432
340,3,0.9067475546732396,0.0,0.8115577889447236,0.8712994372399584,0.5778894472361809
2998,2,0.4778361242809554,0.0,0.542713567839196,0.48487825392568656,0.31658291457286436
483,3,0.4250056857554833,0.0,0.635678391959799,0.476709631270472,0.5778894472361809
421,5,0.9105629319434926,1.0,0.8115577889447236,0.9277048503340721,0.9221105527638191
1629,0,0.24979220197017665,0.0,0.8115577889447236,0.20147583500951702,0.18592964824120603
2051,5,0.9226080237353698,0.0,0.31658291457286436,0.4466425980585763,0.06532663316582915
2612,5,0.3154655923384047,0.0,0.31658291457286436,0.09023963913229997,0.06532663316582915
3042,5,0.27722811618462173,0.0,0.0879396984924623,0.4278193543669952,0.8542713567839196
1478,5,0.9294260857292698,1.0,0.9849246231155779,0.9513508870845643,1.0
3938,0,0.6356788027900343,0.0,0.11055276381909548,0.41357582950383653,0.12060301507537688
1275,3,0.8803348900109123,0.0,0.8115577889447236,0.8550010231678391,0.5778894472361809
2202,5,0.8161717929148885,1.0,0.44472361809045224,0.8717574373422187,0.8542713567839196
440,5,0.9123640680561562,1.0,0.8115577889447236,0.9192135736587914,0.9020100502512562
3616,5,0.15479365043683188,0.0,0.05778894472361809,0.04052880154610393,0.0
298,3,0.6941705982993214,0.0,0.8115577889447236,0.7005484567501528,0.5778894472361809
190,5,0.9621167289507183,1.0,0.8115577889447236,0.9499869001288396,0.9221105527638191
4014,3,0.026386113494137692,0.0,0.032663316582914576,0.1019371838139372,0.5778894472361809
201,3,0.8662035144543022,0.0,0.8115577889447236,0.8467730362313789,0.5778894472361809
238,3,0.8102808222344904,0.0,0.8115577889447236,0.8057647587860398,0.5778894472361809
2330,2,0.0608312441902689,0.0,0.029377963977783653,0.14975509483779892,0.31658291457286436
3112,3,0.31079155077248427,0.0,0.21916707355532206,0.39325424042529933,0.5778894472361809
2552,3,0.7112038213209503,0.0,0.8115577889447236,0.7204478440983766,0.5778894472361809
3744,3,0.5474926743012691,0.0,0.8115577889447236,0.5782755413860058,0.5778894472361809
1861,3,0.19187727736682872,0.0,0.16080402010050251,0.28801734677054436,0.5778894472361809
558,5,0.9826424657686655,1.0,0.635678391959799,0.9885695953129188,1.0
3897,0,0.3670128911489322,0.0,0.1758793969849246,0.22267424500232558,0.12060301507537688
3486,5,0.8242401775702902,1.0,0.8115577889447236,0.8966597152555853,0.9020100502512562
2185,0,0.11719376821312669,0.0,0.8115577889447236,0.09901215788700174,0.12060301507537688
3320,4,0.6657334718575927,0.0,0.1392730686168238,0.7027612283906651,0.8165829145728642
1219,5,0.40201005017279806,0.0,0.2889447236180904,0.2822948511821295,0.1658291457286432
2490,5,0.6450173678994443,0.0,0.07916438628787502,0.6633544533885489,0.7914572864321608
3243,5,0.3171135769303127,0.0,0.29576453697056715,0.20455280819301774,0.15577889447236182
1917,5,0.6451731789987077,0.0,0.31658291457286436,0.22980691891042154,0.06532663316582915
2620,3,0.6481871389407137,0.0,0.34673366834170855,0.6577384825536184,0.5778894472361809
2170,3,0.34729045944397097,0.0,0.2361809045226131,0.4197375353388819,0.5778894472361809
32,2,0.49246231155778897,0.0,0.542713567839196,0.44468294243755757,0.2512562814070352
1019,3,0.6532737570095837,0.0,0.44472361809045224,0.6415227062295201,0.3592964824120603
3798,5,0.0569082552012106,0.0,0.007537688442211055,0.09421985052847177,0.2085427135678392
1765,3,0.48361350030243344,0.0,0.8115577889447236,0.5270309304296692,0.5778894472361809
3375,5,0.2110341360214354,0.0,0.027770431102882836,0.15277836513918652,0.15577889447236182
2154,5,0.5296545116415269,0.0,0.542713567839196,0.49402443862541895,0.28391959798994976
2604,3,0.48738337127728504,0.0,0.6783919597989949,0.5391064848225028,0.7914572864321608
171,5,0.9503194968197195,1.0,0.9374853447839407,0.9314420963200334,0.8542713567839196
2848,2,0.3366472808352935,0.0,0.542713567839196,0.32673672561608386,0.2512562814070352
3361,4,0.6303886683545386,0.0,0.08271356783919598,0.677973282321139,0.8165829145728642
2192,3,0.6027413940802053,1.0,0.542713567839196,0.6259930505033743,0.7914572864321608
2327,2,0.06036782316214704,0.0,0.029377963977783653,0.14917455856889947,0.31658291457286436
3559,5,0.22758151080245673,0.0,0.05778894472361809,0.062366960876407855,0.0
1807,3,0.28615641246340967,0.0,0.2361809045226131,0.36941012473273177,0.5778894472361809
2129,3,0.28173048018158137,0.0,0.542713567839196,0.4594732793095672,0.8844221105527639
513,3,0.19133628988713008,0.0,0.44472361809045224,0.27533539337325436,0.3592964824120603
954,5,0.9869375766134655,1.0,0.6911222780569514,0.9921174326390213,1.0
2526,2,0.14767566869082172,0.0,0.542713567839196,0.22065301732357517,0.31658291457286436
2499,5,0.45955381603263246,0.0,0.07095477386934673,0.6938184547372739,0.9326422531820777
1299,0,0.4170854116978626,0.0,0.3869346733668342,0.3240539736224153,0.18592964824120603
2559,3,0.5196000063778949,0.0,0.8115577889447236,0.5606701905220743,0.5778894472361809
2704,3,0.9963757402358995,0.0,0.9869984844859218,0.9577499970274161,0.3778894472361809
1695,3,0.49864180863750857,0.0,0.542713567839196,0.6541012425939056,0.8844221105527639
1337,0,0.41708542477892235,0.0,0.3869346733668342,0.32405398007523284,0.18592964824120603
1834,3,0.12060299444186001,0.0,0.16080402010050251,0.23115574539657122,0.5778894472361809
393,3,0.5753881067660088,0.0,0.8115577889447236,0.5961784629565834,0.5778894472361809
3130,2,0.58878962667958,0.0,0.16080402010050251,0.5105369673862364,0.2512562814070352
2930,5,0.008682698504492891,0.0,0.27188179704492615,0.008899431018049825,0.12060301507537688
1079,3,0.4764532218655024,0.0,0.6783919597989949,0.5260832522032551,0.7914572864321608
93,5,0.954824313035471,1.0,0.8115577889447236,0.9401756381040742,0.9020100502512562
941,3,0.8514472760548422,0.0,0.542713567839196,0.8360539488904449,0.5778894472361809
701,5,0.8821664157042953,1.0,0.8115577889447236,0.922671111582944,0.9221105527638191
1984,3,0.6609968821597287,0.0,0.8115577889447236,0.6688305499118109,0.5778894472361809
3197,5,0.013109570796403486,0.0,0.02512562814070352,0.0033442597820671684,0.0
3987,5,0.6082490148052208,0.0,0.6020156506168592,0.6671698168229128,0.8542713567839196
199,3,0.6618058096225117,0.0,0.8115577889447236,0.6694172958031767,0.5778894472361809
150,5,0.5502287978377188,0.0,0.31658291457286436,0.1872821286480592,0.06532663316582915
2357,3,0.296463706940116,0.0,0.3693467336683417,0.38193582058450176,0.5778894472361809
2799,5,0.6359475106353019,0.0,0.6783919597989949,0.5986606169649827,0.31658291457286436
