Area,Structural,Type,Unconnected_Height,Volume,Assembly_Code,Width,AcousticRating,FireRating
9.977415,0,222.002_Gipsskillevæg_145 mm,4533,1.446725175,224,145,44 dB,"EI 60 A2-s1,d0"
9.977415,0,222.002_Gipsskillevæg_145 mm,4533,1.446725175,224,145,44 dB,"EI 60 A2-s1,d0"
10.55495,0,222.002_Gipsskillevæg_145 mm,4533,1.53046775,224,145,44 dB,"EI 60 A2-s1,d0"
32.35015422,0,222.002_Gipsskillevæg_145 mm,4533,4.690772362,224,145,44 dB,"EI 60 A2-s1,d0"
61.37216402,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,4533,33.0090263,211,540,,
0.27575,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,50,0.14889,211,540,,
3.85029,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,537,2.07875385,211,540,,
107.1408792,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4463,57.53867371,211,540,,
15.33524,0,222.002_Gipsskillevæg_145 mm,3583,2.2236098,224,145,44 dB,"EI 60 A2-s1,d0"
6.62855,0,222.002_Gipsskillevæg_145 mm,4533,0.96113975,224,145,44 dB,"EI 60 A2-s1,d0"
4.33543,0,222.004_Gipsskillevæg Dobbelt_230 mm,4533,0.9971489,224,230,55 dB,"EI 60 A2-s1,d0"
15.639795,0,222.002_Gipsskillevæg_145 mm,3583,2.267770275,224,145,44 dB,"EI 60 A2-s1,d0"
21.587575,0,222.001_Gipsskillevæg_145 mm,4533,3.130198375,224,145,48 dB,"EI 60 A2-s1,d0"
21.587575,0,222.001_Gipsskillevæg_145 mm,4533,3.130198375,224,145,48 dB,"EI 60 A2-s1,d0"
21.587575,0,222.001_Gipsskillevæg_145 mm,4533,3.130198375,224,145,48 dB,"EI 60 A2-s1,d0"
21.587575,0,222.001_Gipsskillevæg_145 mm,4533,3.130198375,224,145,48 dB,"EI 60 A2-s1,d0"
21.587575,0,222.002_Gipsskillevæg_145 mm,4533,3.130198375,224,145,44 dB,"EI 60 A2-s1,d0"
20.158488,0,222.001_Gipsskillevæg_145 mm,4533,2.92298076,224,145,48 dB,"EI 60 A2-s1,d0"
20.03847,0,222.001_Gipsskillevæg_145 mm,4533,2.90557815,224,145,48 dB,"EI 60 A2-s1,d0"
20.03847,0,222.001_Gipsskillevæg_145 mm,4533,2.90557815,224,145,48 dB,"EI 60 A2-s1,d0"
20.03847,0,222.001_Gipsskillevæg_145 mm,4533,2.90557815,224,145,48 dB,"EI 60 A2-s1,d0"
20.03847,0,222.001_Gipsskillevæg_145 mm,4533,2.90557815,224,145,48 dB,"EI 60 A2-s1,d0"
19.536615,0,222.001_Gipsskillevæg_145 mm,3983,2.832809175,224,145,48 dB,"EI 60 A2-s1,d0"
21.5082,0,222.001_Gipsskillevæg_145 mm,4533,3.118689,224,145,48 dB,"EI 60 A2-s1,d0"
21.5082,0,222.001_Gipsskillevæg_145 mm,4533,3.118689,224,145,48 dB,"EI 60 A2-s1,d0"
6.21,0,222.300_Glassystemvæg_20 mm,2300,0.1242,226,20,,
6.133767536,0,222.002_Gipsskillevæg_145 mm,4533,0.889396293,224,145,44 dB,"EI 60 A2-s1,d0"
4.58045,0,222.505_Skillevæg Kalksandsten_150 mm,4533,0.6870675,222,150,49 dB,"EI 60 A2-s1,d0"
4.58045,0,222.505_Skillevæg Kalksandsten_150 mm,4533,0.6870675,222,150,49 dB,"EI 60 A2-s1,d0"
18.921,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,700,1.320830008,211,70,,
21.18899987,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,700,1.479169991,211,70,,
18.872,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,700,1.31544,211,70,,
21.13999987,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,700,1.473499994,211,70,,
8.28632,0,222.002_Gipsskillevæg_145 mm,4533,1.2015164,224,145,44 dB,"EI 60 A2-s1,d0"
6.591865,0,222.002_Gipsskillevæg_145 mm,4533,0.955820425,224,145,44 dB,"EI 60 A2-s1,d0"
12.008745,0,222.002_Gipsskillevæg_145 mm,4533,1.741268025,224,145,44 dB,"EI 60 A2-s1,d0"
13.98033,0,222.002_Gipsskillevæg_145 mm,4533,2.02714785,224,145,44 dB,"EI 60 A2-s1,d0"
8.748,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,540,0.6102,211,70,,
20.87639999,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,540,1.455894,211,70,,
15.5142,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,540,1.080378,211,70,,
8.2836,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,540,0.57753,211,70,,
8.32140001,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,540,0.580500001,211,70,,
4.5825,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.320775,211,70,,
11.804,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.8255,211,70,,
30.55242,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,16.29645883,211,540,,
7.497707237,0,222.002_Gipsskillevæg_145 mm,4533,1.087167549,224,145,44 dB,"EI 60 A2-s1,d0"
5.5869975,0,222.002_Gipsskillevæg_145 mm,4533,0.810114637,224,145,44 dB,"EI 60 A2-s1,d0"
22.594,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.57547,211,70,,
22.18450012,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.546610008,211,70,,
28.05400013,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.95689001,211,70,,
6.5325,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.4563,211,70,,
9.997000297,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.696605021,211,70,,
9.386,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.654225,211,70,,
9.951500297,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.695045021,211,70,,
28.08000001,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.958255,211,70,,
26.61750001,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.855295,211,70,,
8.892,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.62088,211,70,,
8.801,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.61451,211,70,,
8.8465,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,0.616655,211,70,,
27.4235,1,213.104_Ydervæg Sandwichelement Murkrone_70 mm,650,1.91178,211,70,,
4.633069,0,222.002_Gipsskillevæg_145 mm,4533,0.671795005,224,145,44 dB,"EI 60 A2-s1,d0"
20.1135,0,222.002_Gipsskillevæg_145 mm,3610,2.9164575,224,145,44 dB,"EI 60 A2-s1,d0"
21.1635,0,222.002_Gipsskillevæg_145 mm,3610,3.0687075,224,145,44 dB,"EI 60 A2-s1,d0"
4.846300261,0,222.002_Gipsskillevæg_145 mm,3610,0.702713538,224,145,44 dB,"EI 60 A2-s1,d0"
12.662075,0,222.002_Gipsskillevæg_145 mm,3610,1.836000875,224,145,44 dB,"EI 60 A2-s1,d0"
6.307,0,222.002_Gipsskillevæg_145 mm,3610,0.914515,224,145,44 dB,"EI 60 A2-s1,d0"
12.662075,0,222.002_Gipsskillevæg_145 mm,3610,1.836000875,224,145,44 dB,"EI 60 A2-s1,d0"
9.3588,0,222.002_Gipsskillevæg_145 mm,3610,1.357026,224,145,44 dB,"EI 60 A2-s1,d0"
28.55510026,0,222.002_Gipsskillevæg_145 mm,3610,4.140489538,224,145,44 dB,"EI 60 A2-s1,d0"
7.833700227,0,222.110_Forsatsvæg_135 mm,3610,0.92612228,224,132.5,36 dB,"EI 60 A2-s1,d0"
7.979903197,0,222.110_Forsatsvæg_135 mm,3610,1.057337174,224,132.5,36 dB,"EI 60 A2-s1,d0"
21.271925,0,222.004_Gipsskillevæg Dobbelt_230 mm,4110,4.89254275,224,230,55 dB,"EI 60 A2-s1,d0"
11.0827,0,222.110_Forsatsvæg_135 mm,3610,1.46845775,224,132.5,36 dB,"EI 60 A2-s1,d0"
8.790350034,0,222.110_Forsatsvæg_135 mm,3610,1.164721379,224,132.5,36 dB,"EI 60 A2-s1,d0"
2.012575,0,222.110_Forsatsvæg_135 mm,3610,0.266666188,224,132.5,36 dB,"EI 60 A2-s1,d0"
8.257625,0,222.009_Gipsskillevæg_145 mm,3610,1.197355625,224,145,54 dB,"EI 60 A2-s1,d0"
1.0108,0,222.110_Forsatsvæg_135 mm,3610,0.133931,224,132.5,36 dB,"EI 60 A2-s1,d0"
29.54385082,0,222.002_Gipsskillevæg_145 mm,4533,4.234070368,224,145,44 dB,"EI 60 A2-s1,d0"
10.54404746,0,222.002_Gipsskillevæg_145 mm,4533,1.528886882,224,145,44 dB,"EI 60 A2-s1,d0"
24.714515,0,222.002_Gipsskillevæg_145 mm,4533,3.515444675,224,145,44 dB,"EI 60 A2-s1,d0"
97.68543,1,KON_Væg Indervæg_Beton_300 mm,5833,29.305629,221,300,,
32.17814961,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,6218,17.37433539,211,540,,
160.4311199,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,5468,86.59391787,211,540,,
146.207025,1,KON_Væg Indervæg_Beton_200 mm,5833,29.241405,221,200,,
221.8897708,1,KON_Væg Indervæg_Beton_200 mm,4833,44.37795415,221,200,,
14.646395,0,222.002_Gipsskillevæg_145 mm,5088,2.123727275,224,145,44 dB,"EI 60 A2-s1,d0"
46.92001504,0,222.002_Gipsskillevæg_145 mm,4933,6.712682181,224,145,44 dB,"EI 60 A2-s1,d0"
155.28585,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4918,83.83707518,211,540,,
16.8216,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,5108,9.0713967,211,540,,
67.08779988,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-175-295,6358,36.22741194,211,540,,
91.50525,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,4533,49.07395661,211,540,,
16.3519406,0,222.002_Gipsskillevæg_145 mm,4533,2.371031388,224,145,44 dB,"EI 60 A2-s1,d0"
3.3894,0,222.011_Fibergipsskillevæg_150 mm,4533,0.50841,224,150,56 dB,"EI 120 A2-s1,d0"
9.977415,0,222.002_Gipsskillevæg_145 mm,4533,1.446725175,224,145,44 dB,"EI 60 A2-s1,d0"
5.147633949,0,222.002_Gipsskillevæg_145 mm,4533,0.746406923,224,145,44 dB,"EI 60 A2-s1,d0"
24.49545,0,222.009_Gipsskillevæg_145 mm,3983,3.55184025,224,145,54 dB,"EI 60 A2-s1,d0"
14.3388,0,222.002_Gipsskillevæg_145 mm,4533,2.079126,224,145,44 dB,"EI 60 A2-s1,d0"
20.014575,0,222.001_Gipsskillevæg_145 mm,3983,2.902113375,224,145,48 dB,"EI 60 A2-s1,d0"
6.09175,0,222.300_Glassystemvæg_20 mm,2700,0.121835,226,20,,
13.86084,0,222.002_Gipsskillevæg_145 mm,4533,2.0098218,224,145,44 dB,"EI 60 A2-s1,d0"
10.03884,0,222.002_Gipsskillevæg_145 mm,4533,1.4556318,224,145,44 dB,"EI 60 A2-s1,d0"
6.61178,0,222.002_Gipsskillevæg_145 mm,4533,0.9587081,224,145,44 dB,"EI 60 A2-s1,d0"
16.83094,0,222.001_Gipsskillevæg_145 mm,4533,2.4404863,224,145,48 dB,"EI 60 A2-s1,d0"
2.346974512,0,222.002_Gipsskillevæg_145 mm,4230,0.332762149,224,145,44 dB,"EI 60 A2-s1,d0"
1.665,0,222.002_Gipsskillevæg_145 mm,4230,0.241425,224,145,44 dB,"EI 60 A2-s1,d0"
1.66499994,0,222.002_Gipsskillevæg_145 mm,4230,0.241424991,224,145,44 dB,"EI 60 A2-s1,d0"
1.664999999,0,222.002_Gipsskillevæg_145 mm,4230,0.241425,224,145,44 dB,"EI 60 A2-s1,d0"
1.664999939,0,222.002_Gipsskillevæg_145 mm,4230,0.241425016,224,145,44 dB,"EI 60 A2-s1,d0"
19.94265004,1,KON_Indervæg Sandwichelementvæg_370 mm_70-300,4383,7.377465615,221,370,,
2.6694,0,222.002_Gipsskillevæg_145 mm,4533,0.387063,224,145,44 dB,"EI 60 A2-s1,d0"
1.975066666,0,222.300_Glassystemvæg_20 mm,2500,0.039501333,226,20,,
1.9,0,222.300_Glassystemvæg_20 mm,2500,0.038,226,20,,
0,0,222.001_Gipsskillevæg_145 mm,2500,0,224,145,48 dB,"EI 60 A2-s1,d0"
1.225,0,222.300_Glassystemvæg_20 mm,2500,0.0245,226,20,,
5.787499795,0,222.300_Glassystemvæg_20 mm,2500,0.115749996,226,20,,
5.783700304,0,222.002_Gipsskillevæg_145 mm,3983,0.838636544,224,145,44 dB,"EI 60 A2-s1,d0"
0,0,222.002_Gipsskillevæg_145 mm,2500,0,224,145,44 dB,"EI 60 A2-s1,d0"
5.005,0,222.300_Glassystemvæg_20 mm,2700,0.09929,226,20,,
5.005,0,222.300_Glassystemvæg_20 mm,2700,0.1001,226,20,,
0,0,222.001_Gipsskillevæg_145 mm,2500,0,224,145,48 dB,"EI 60 A2-s1,d0"
0,0,222.001_Gipsskillevæg_145 mm,2500,0,224,145,48 dB,"EI 60 A2-s1,d0"
3.879,0,222.300_Glassystemvæg_20 mm,2500,0.07758,226,20,,
2.6694,0,KON_Væg Indervæg_Beton_200 mm,3983,0.53388,221,200,,
3.3894,0,222.011_Fibergipsskillevæg_150 mm,4533,0.508410305,224,150,56 dB,"EI 120 A2-s1,d0"
21.81619259,0,222.002_Gipsskillevæg_145 mm,4533,3.163347926,224,145,44 dB,"EI 60 A2-s1,d0"
3.887575,0,222.001_Gipsskillevæg_145 mm,4533,0.563698375,224,145,48 dB,"EI 60 A2-s1,d0"
19.64954,0,222.002_Gipsskillevæg_145 mm,4533,2.6914565,224,145,44 dB,"EI 60 A2-s1,d0"
19.64954,0,222.002_Gipsskillevæg_145 mm,4533,2.7954128,224,145,44 dB,"EI 60 A2-s1,d0"
23.1125,0,222.300_Glassystemvæg_20 mm,2500,0.46225,226,20,,
13.973765,0,222.002_Gipsskillevæg_145 mm,4533,2.026195925,224,145,44 dB,"EI 60 A2-s1,d0"
0,0,222.001_Gipsskillevæg_145 mm,2983,0,224,145,48 dB,"EI 60 A2-s1,d0"
5.005,0,222.300_Glassystemvæg_20 mm,2700,0.1001,226,20,,
6.114285,0,222.500_Skillevæg Porebeton_150 mm,4383,0.91714275,222,150,37 dB,"EI 60 A2-s1,d0"
20.052225,0,222.002_Gipsskillevæg_145 mm,4933,2.907572625,224,145,44 dB,"EI 60 A2-s1,d0"
10.716435,0,222.002_Gipsskillevæg_145 mm,4933,1.553883075,224,145,44 dB,"EI 60 A2-s1,d0"
7.397565,0,222.002_Gipsskillevæg_145 mm,4933,1.072646925,224,145,44 dB,"EI 60 A2-s1,d0"
6.114285,0,222.500_Skillevæg Porebeton_150 mm,4383,0.91714275,222,150,37 dB,"EI 60 A2-s1,d0"
7.735995,0,222.002_Gipsskillevæg_145 mm,4933,1.121719275,224,145,44 dB,"EI 60 A2-s1,d0"
9.2043,0,222.002_Gipsskillevæg_145 mm,4933,1.3346235,224,145,44 dB,"EI 60 A2-s1,d0"
5.52258,0,222.002_Gipsskillevæg_145 mm,4933,0.8007741,224,145,44 dB,"EI 60 A2-s1,d0"
11.52729,0,222.010_Gipsskillevæg Vådrum Ensidet_150 mm,4383,1.7290935,224,150,48 dB,"EI 60 A2-s1,d0"
38.81146504,1,KON_Væg Indervæg_Beton_200 mm,4933,7.762293008,221,200,,
33.26831504,0,222.009_Gipsskillevæg_145 mm,4933,4.823905681,224,145,54 dB,"EI 60 A2-s1,d0"
38.59231504,0,222.002_Gipsskillevæg_145 mm,4383,5.550885681,224,145,44 dB,"EI 60 A2-s1,d0"
11.417715,0,222.009_Gipsskillevæg_145 mm,4933,1.655568675,224,145,54 dB,"EI 60 A2-s1,d0"
15.187095,0,222.002_Gipsskillevæg_145 mm,4933,2.202128775,224,145,44 dB,"EI 60 A2-s1,d0"
14.02559995,0,222.009_Gipsskillevæg_145 mm,4783,2.033711992,224,145,54 dB,"EI 60 A2-s1,d0"
16.78689,0,222.009_Gipsskillevæg_145 mm,4933,2.43409905,224,145,54 dB,"EI 60 A2-s1,d0"
52.11919105,1,KON_Væg Indervæg_Beton_200 mm,4383,10.42383821,221,200,,
9.536481999,0,222.002_Gipsskillevæg_145 mm,4533,1.38278989,224,145,44 dB,"EI 60 A2-s1,d0"
43.14798,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4383,22.6048824,211,540,,
37.99773,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,20.42504317,211,540,,
2.44782,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,1.321276483,211,540,,
2.44782,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,1.3216608,211,540,,
71.02011708,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4383,36.97846584,211,540,,
20.05061004,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,11.64038799,211,540,,
4.218619994,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4383,2.158253548,211,540,,
136.00797,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,4533,73.20994997,211,540,,
7.0833,0,222.002_Gipsskillevæg_145 mm,4383,1.0270785,224,145,44 dB,"EI 60 A2-s1,d0"
11.80359995,0,222.009_Gipsskillevæg_145 mm,4783,1.711521992,224,145,54 dB,"EI 60 A2-s1,d0"
11.80359995,0,222.009_Gipsskillevæg_145 mm,4783,1.711521992,224,145,54 dB,"EI 60 A2-s1,d0"
15.83346101,0,222.009_Gipsskillevæg_145 mm,4383,2.210651847,224,145,54 dB,"EI 60 A2-s1,d0"
33.50447,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-175-295,4533,17.99165486,211,540,,
73.79909076,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,3863,37.66179402,211,540,,
32.49088009,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,3863,15.7940025,211,540,,
8.06874,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-225-245,4533,4.356545267,211,540,,
60.22106,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-175-295,3873,29.4385606,211,540,,
11.89368115,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-175-295,3863,5.718400688,211,540,,
0.0155,0,222.001_Gipsskillevæg_145 mm,3100,0.0022475,224,145,48 dB,"EI 60 A2-s1,d0"
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.761799999,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.8734,0,222.400_Skillevæg Badkabine_60 mm,2360,0.292404,221,60,,
4.531199999,0,222.401_Skillevæg Badkabine_80 mm,2360,0.362496,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.761799999,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.672799999,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
5.161,0,222.400_Skillevæg Badkabine_60 mm,2600,0.30966,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.8734,0,222.400_Skillevæg Badkabine_60 mm,2360,0.292404,221,60,,
4.5312,0,222.401_Skillevæg Badkabine_80 mm,2360,0.362496,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
6.7614,0,222.400_Skillevæg Badkabine_60 mm,2360,0.405684,221,60,,
3.5218,0,222.400_Skillevæg Badkabine_60 mm,2360,0.211308,221,60,,
6.431,0,222.401_Skillevæg Badkabine_80 mm,2360,0.51448,221,80,,
5.8528,0,222.401_Skillevæg Badkabine_80 mm,2360,0.468224,221,80,,
6.7614,0,222.400_Skillevæg Badkabine_60 mm,2360,0.405684,221,60,,
3.5218,0,222.400_Skillevæg Badkabine_60 mm,2360,0.211308,221,60,,
6.431,0,222.401_Skillevæg Badkabine_80 mm,2360,0.51448,221,80,,
5.8528,0,222.401_Skillevæg Badkabine_80 mm,2360,0.468224,221,80,,
6.7614,0,222.400_Skillevæg Badkabine_60 mm,2360,0.405684,221,60,,
3.5218,0,222.400_Skillevæg Badkabine_60 mm,2360,0.211308,221,60,,
7.0922,0,222.401_Skillevæg Badkabine_80 mm,2600,0.567376,221,80,,
5.8528,0,222.401_Skillevæg Badkabine_80 mm,2360,0.468224,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.67398,0,222.401_Skillevæg Badkabine_80 mm,2360,0.3739184,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.67398,0,222.401_Skillevæg Badkabine_80 mm,2360,0.3739184,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015000125,0,222.400_Skillevæg Badkabine_60 mm,2360,0.300900007,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.684600121,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076007,221,60,,
4.672799995,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.014999999,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.761799999,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.684599999,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
5.015,0,222.400_Skillevæg Badkabine_60 mm,2360,0.3009,221,60,,
2.7618,0,222.400_Skillevæg Badkabine_60 mm,2360,0.165708,221,60,,
4.6846,0,222.400_Skillevæg Badkabine_60 mm,2360,0.281076,221,60,,
4.6728,0,222.401_Skillevæg Badkabine_80 mm,2360,0.373824,221,80,,
